team_raw,action,start,end,half,pos_x,pos_y,source_layer
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2627.55,2639.55,1,19.28,30.04,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2627.55,2639.55,1,19.28,30.04,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,2629.55,2641.55,1,15.58,23.99,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,2629.55,2641.55,1,15.58,23.99,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2629.55,2641.55,1,15.58,23.99,(2)_timeline
Galatasaray (29205),Top Kaybı,2629.55,2641.55,1,50.47,19.26,(2)_timeline
Galatasaray (29205),Top kayıpları / kendi yarı sahasında,2629.55,2641.55,1,50.47,19.26,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,2629.55,2641.55,1,15.58,23.99,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,2631.55,2643.55,1,54.53,48.74,(2)_timeline
Caykur Rizespor (62850),Rakip sahada geri kazanılan toplar,2631.55,2643.55,1,54.53,48.74,(2)_timeline
Caykur Rizespor (62850),Top Taşıma,2631.55,2643.55,1,54.53,48.74,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2634.55,2646.55,1,60.98,58.08,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2634.55,2646.55,1,60.98,58.08,(2)_timeline
Caykur Rizespor (62850),Set Hücumları,2635.55,2663.55,1,54.53,48.74,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2636.55,2648.55,1,67.32,48.08,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2636.55,2648.55,1,67.32,48.08,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2639.55,2651.55,1,54.89,45.32,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2639.55,2651.55,1,54.89,45.32,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2643.55,2655.55,1,43.66,59.26,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2643.55,2655.55,1,43.66,59.26,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2646.55,2658.55,1,34.46,46.51,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2646.55,2658.55,1,34.46,46.51,(2)_timeline
Caykur Rizespor (62850),Başarısız Uzun Toplar,2655.55,2667.55,1,43.54,15.87,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,2655.55,2667.55,1,43.54,15.87,(2)_timeline
Caykur Rizespor (62850),Başarısız İlerletici Paslar,2655.55,2667.55,1,43.54,15.87,(2)_timeline
Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),2655.55,2667.55,1,43.54,15.87,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,2655.55,2667.55,1,43.54,15.87,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2683.55,2695.55,1,55.25,15.61,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2683.55,2695.55,1,55.25,15.61,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2686.55,2698.55,1,49.03,28.23,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2686.55,2698.55,1,49.03,28.23,(2)_timeline
Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),2686.55,2698.55,1,49.03,28.23,(2)_timeline
Caykur Rizespor (62850),Uzun paslar,2686.55,2698.55,1,49.03,28.23,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,2686.55,2698.55,1,49.03,28.23,(2)_timeline
Caykur Rizespor (62850),Set Hücumları,2687.55,2697.55,1,55.25,15.61,(2)_timeline
Caykur Rizespor (62850),Kötü top kontrolü,2688.55,2700.55,1,78.19,65.7,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,2688.55,2700.55,1,78.19,65.7,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,2708.55,2720.55,1,28.12,0.0,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2708.55,2720.55,1,28.12,0.0,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2708.55,2720.55,1,28.12,0.0,(2)_timeline
Caykur Rizespor (62850),Başarılı Top Kapma,2710.55,2722.55,1,67.91,64.65,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,2710.55,2722.55,1,67.91,64.65,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,2710.55,2722.55,1,67.91,64.65,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,2710.55,2722.55,1,67.91,64.65,(2)_timeline
Caykur Rizespor (62850),Rakip sahada geri kazanılan toplar,2710.55,2722.55,1,67.91,64.65,(2)_timeline
Galatasaray (29205),Top Kaybı,2710.55,2722.55,1,37.09,3.35,(2)_timeline
Galatasaray (29205),Top kayıpları / kendi yarı sahasında,2710.55,2722.55,1,37.09,3.35,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2712.55,2724.55,1,66.96,63.07,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2712.55,2724.55,1,66.96,63.07,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2713.55,2725.55,1,64.45,52.95,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2713.55,2725.55,1,64.45,52.95,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2715.55,2727.55,1,62.54,44.27,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2715.55,2727.55,1,62.54,44.27,(2)_timeline
Caykur Rizespor (62850),Kontra Ataklar,2716.55,2733.55,1,66.96,63.07,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2719.55,2731.55,1,69.71,11.13,(2)_timeline
Caykur Rizespor (62850),Ceza sahasına / İsabetli,2719.55,2731.55,1,69.71,11.13,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2719.55,2731.55,1,69.71,11.13,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2719.55,2731.55,1,69.71,11.13,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,2719.55,2731.55,1,69.71,11.13,(2)_timeline
Galatasaray (29205),Başarılı Top Kapma,2722.55,2734.55,1,15.1,40.43,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,2722.55,2734.55,1,15.1,40.43,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,2722.55,2734.55,1,15.1,40.43,(2)_timeline
Caykur Rizespor (62850),İsabetsiz Şutlar,2724.55,2736.55,1,94.56,17.84,(2)_timeline
Caykur Rizespor (62850),Şut,2724.55,2736.55,1,94.56,17.84,(2)_timeline
Galatasaray (29205),Başarısız Uzun Toplar,2761.55,2773.55,1,5.42,34.38,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,2761.55,2773.55,1,5.42,34.38,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,2761.55,2773.55,1,5.42,34.38,(2)_timeline
Galatasaray (29205),Top Kaybı,2761.55,2773.55,1,84.88,42.8,(2)_timeline
Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),2761.55,2773.55,1,5.42,34.38,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,2761.55,2773.55,1,5.42,34.38,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,2767.55,2779.55,1,20.12,25.2,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2767.55,2779.55,1,20.12,25.2,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2767.55,2779.55,1,20.12,25.2,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,2768.55,2780.55,1,13.19,32.3,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,2768.55,2780.55,1,13.19,32.3,(2)_timeline
Galatasaray (29205),Faul,2769.55,2781.55,1,91.45,35.83,(2)_timeline
Caykur Rizespor (62850),Rakibe Sarı Kartlar,2769.55,2781.55,1,92.29,36.22,(2)_timeline
Galatasaray (29205),Sarı Kartlar,2769.55,2781.55,1,92.29,36.22,(2)_timeline
Caykur Rizespor (62850),Yapılan Fauller,2769.55,2781.55,1,91.45,35.83,(2)_timeline
Halftime,Halftime,2841.55,2841.55,1,,,(2)_timeline
Start of the 2nd half,Start of the 2nd half,2849.27,2849.27,2,,,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2849.27,2855.27,2,52.38,34.1,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2849.27,2855.27,2,52.38,34.1,(2)_timeline
Galatasaray (29205),Başarısız Uzun Toplar,2849.27,2859.27,2,29.56,31.87,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,2849.27,2859.27,2,29.56,31.87,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,2849.27,2859.27,2,29.56,31.87,(2)_timeline
Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),2849.27,2859.27,2,29.56,31.87,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,2849.27,2859.27,2,29.56,31.87,(2)_timeline
Galatasaray (29205),Set Hücumları,2849.27,2872.27,2,52.38,34.1,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2851.27,2863.27,2,11.87,34.03,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2851.27,2863.27,2,11.87,34.03,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2851.27,2863.27,2,11.87,34.03,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,2853.27,2865.27,2,29.92,46.78,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2853.27,2865.27,2,29.92,46.78,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,2853.27,2865.27,2,29.92,46.78,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2854.27,2866.27,2,67.79,30.03,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2854.27,2866.27,2,67.79,30.03,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,2856.27,2868.27,2,33.86,24.69,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,2856.27,2868.27,2,33.86,24.69,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2858.27,2870.27,2,58.12,47.91,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2858.27,2870.27,2,58.12,47.91,(2)_timeline
Galatasaray (29205),Başarısız Uzun Toplar,2862.27,2874.27,2,24.06,46.99,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,2862.27,2874.27,2,24.06,46.99,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,2862.27,2874.27,2,24.06,46.99,(2)_timeline
Galatasaray (29205),Top Kaybı,2862.27,2874.27,2,75.56,37.13,(2)_timeline
Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),2862.27,2874.27,2,24.06,46.99,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,2862.27,2874.27,2,24.06,46.99,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,2864.27,2876.27,2,29.44,30.87,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2869.27,2881.27,2,31.47,17.59,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2869.27,2881.27,2,31.47,17.59,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2872.27,2884.27,2,22.03,2.34,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2872.27,2884.27,2,22.03,2.34,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2872.27,2884.27,2,22.03,2.34,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,2872.27,2884.27,2,22.03,2.34,(2)_timeline
Caykur Rizespor (62850),Kötü top kontrolü,2874.27,2886.27,2,51.07,14.04,(2)_timeline
Galatasaray (29205),Başarılı hava topu mücadeleleri,2876.27,2888.27,2,53.58,50.14,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,2876.27,2888.27,2,53.58,50.14,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,2876.27,2888.27,2,53.58,50.14,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,2876.27,2888.27,2,53.58,50.14,(2)_timeline
Caykur Rizespor (62850),Kaybedilen hava topu mücadeleleri,2876.27,2888.27,2,53.58,50.14,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2876.27,2888.27,2,53.58,50.14,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2876.27,2888.27,2,55.01,46.46,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2876.27,2888.27,2,53.58,50.14,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2876.27,2888.27,2,55.01,46.46,(2)_timeline
Galatasaray (29205),Rakip sahada geri kazanılan toplar,2876.27,2888.27,2,53.58,50.14,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,2876.27,2888.27,2,51.42,17.86,(2)_timeline
Caykur Rizespor (62850),Top kayıpları / kendi yarı sahasında,2876.27,2888.27,2,51.42,17.86,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2879.27,2891.27,2,24.54,45.81,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2879.27,2891.27,2,24.54,45.81,(2)_timeline
Galatasaray (29205),Set Hücumları,2880.27,2899.27,2,53.58,50.14,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,2885.27,2897.27,2,14.38,23.85,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2885.27,2897.27,2,14.38,23.85,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2885.27,2897.27,2,14.38,23.85,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2886.27,2898.27,2,29.08,25.56,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2886.27,2898.27,2,29.08,25.56,(2)_timeline
Galatasaray (29205),Başarısız Uzun Toplar,2888.27,2900.27,2,12.71,25.69,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,2888.27,2900.27,2,12.71,25.69,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,2888.27,2900.27,2,12.71,25.69,(2)_timeline
Galatasaray (29205),Top Kaybı,2888.27,2900.27,2,65.05,35.29,(2)_timeline
Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),2888.27,2900.27,2,12.71,25.69,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,2888.27,2900.27,2,12.71,25.69,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2891.27,2903.27,2,39.95,32.71,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,2891.27,2903.27,2,39.95,32.71,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2891.27,2903.27,2,39.95,32.71,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2891.27,2903.27,2,39.95,32.71,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,2891.27,2903.27,2,39.95,32.71,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2895.27,2907.27,2,54.53,49.94,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2895.27,2907.27,2,54.53,49.94,(2)_timeline
Caykur Rizespor (62850),Set Hücumları,2895.27,2939.27,2,39.95,32.71,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2899.27,2911.27,2,63.01,64.4,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2899.27,2911.27,2,63.01,64.4,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2902.27,2914.27,2,59.55,54.28,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2902.27,2914.27,2,59.55,54.28,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2904.27,2916.27,2,56.44,45.6,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2904.27,2916.27,2,56.44,45.6,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2908.27,2920.27,2,67.56,15.88,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2908.27,2920.27,2,67.56,15.88,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2913.27,2925.27,2,66.96,6.15,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2913.27,2925.27,2,66.96,6.15,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2916.27,2928.27,2,57.28,19.56,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2916.27,2928.27,2,57.28,19.56,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2918.27,2930.27,2,47.24,38.89,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2918.27,2930.27,2,47.24,38.89,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2921.27,2933.27,2,55.01,52.96,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2921.27,2933.27,2,55.01,52.96,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2921.27,2933.27,2,55.01,52.96,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,2921.27,2933.27,2,55.01,52.96,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2925.27,2937.27,2,66.6,64.93,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2925.27,2937.27,2,66.6,64.93,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2928.27,2940.27,2,60.74,62.04,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2928.27,2940.27,2,60.74,62.04,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2929.27,2941.27,2,65.05,51.65,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2929.27,2941.27,2,65.05,51.65,(2)_timeline
Caykur Rizespor (62850),Kötü top kontrolü,2930.27,2942.27,2,68.51,64.8,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,2930.27,2942.27,2,68.51,64.8,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2945.27,2957.27,2,29.8,0.0,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2945.27,2957.27,2,29.8,0.0,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,2947.27,2959.27,2,15.46,8.46,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2947.27,2959.27,2,15.46,8.46,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2947.27,2959.27,2,15.46,8.46,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,2949.27,2961.27,2,23.7,3.73,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2949.27,2961.27,2,23.7,3.73,(2)_timeline
Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),2949.27,2961.27,2,23.7,3.73,(2)_timeline
Galatasaray (29205),Uzun paslar,2949.27,2961.27,2,23.7,3.73,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,2949.27,2961.27,2,23.7,3.73,(2)_timeline
Galatasaray (29205),Set Hücumları,2949.27,2976.27,2,29.8,0.0,(2)_timeline
Galatasaray (29205),Şutla biten set hücumları,2949.27,2976.27,2,29.8,0.0,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2953.27,2965.27,2,70.54,26.08,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2953.27,2965.27,2,70.54,26.08,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,2955.27,2967.27,2,65.76,37.39,(2)_timeline
Galatasaray (29205),Ceza sahasına / İsabetli,2955.27,2967.27,2,65.76,37.39,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2955.27,2967.27,2,65.76,37.39,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2955.27,2967.27,2,65.76,37.39,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,2955.27,2967.27,2,65.76,37.39,(2)_timeline
Galatasaray (29205),Direkten dönen şutlar,2959.27,2971.27,2,91.33,48.57,(2)_timeline
Galatasaray (29205),Pozisyonlar,2959.27,2971.27,2,91.33,48.57,(2)_timeline
Galatasaray (29205),Şut,2959.27,2971.27,2,91.33,48.57,(2)_timeline
Galatasaray (29205),Başarısız Ceza Sahasına Paslar,2964.27,2976.27,2,100.77,13.59,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2964.27,2976.27,2,100.77,13.59,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2964.27,2976.27,2,100.77,13.59,(2)_timeline
Galatasaray (29205),Top Kaybı,2964.27,2976.27,2,100.65,27.66,(2)_timeline
Galatasaray (29205),İsabetsiz Ortalar,2964.27,2976.27,2,100.77,13.59,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,2964.27,2976.27,2,100.77,13.59,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2971.27,2983.27,2,13.91,33.63,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2971.27,2983.27,2,13.91,33.63,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2971.27,2983.27,2,13.91,33.63,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2974.27,2986.27,2,26.45,44.15,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2974.27,2986.27,2,26.45,44.15,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2974.27,2986.27,2,26.45,44.15,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,2974.27,2986.27,2,26.45,44.15,(2)_timeline
Caykur Rizespor (62850),Kontra Ataklar,2975.27,2998.27,2,13.91,33.63,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2978.27,2990.27,2,49.27,56.64,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2978.27,2990.27,2,49.27,56.64,(2)_timeline
Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),2978.27,2990.27,2,49.27,56.64,(2)_timeline
Caykur Rizespor (62850),Uzun paslar,2978.27,2990.27,2,49.27,56.64,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,2978.27,2990.27,2,49.27,56.64,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2989.27,3001.27,2,84.52,16.67,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2989.27,3001.27,2,84.52,16.67,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,2990.27,3002.27,2,14.74,46.2,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,2990.27,3002.27,2,79.74,26.01,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),2990.27,3002.27,2,79.74,26.01,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2990.27,3002.27,2,14.74,46.2,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,2990.27,3002.27,2,14.74,46.2,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,2990.27,3002.27,2,14.74,46.2,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,2990.27,3002.27,2,79.74,26.01,(2)_timeline
Caykur Rizespor (62850),Başarılı Top Kapma,2994.27,3006.27,2,42.22,25.95,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,2994.27,3006.27,2,42.22,25.95,(2)_timeline
Galatasaray (29205),Başarısız Driplingler,2994.27,3006.27,2,42.22,25.95,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,2994.27,3006.27,2,42.22,25.95,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,2996.27,3008.27,2,60.86,41.26,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),2996.27,3008.27,2,60.86,41.26,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,2996.27,3008.27,2,60.86,41.26,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,2996.27,3008.27,2,60.86,41.26,(2)_timeline
Caykur Rizespor (62850),Set Hücumları,2998.27,3011.27,2,42.22,25.95,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3001.27,3013.27,2,80.22,59.8,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,3001.27,3013.27,2,80.22,59.8,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,3002.27,3014.27,2,82.13,49.68,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3002.27,3014.27,2,82.13,49.68,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,3002.27,3014.27,2,86.2,49.81,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,3002.27,3014.27,2,82.13,49.68,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,3003.27,3015.27,2,18.8,18.19,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3004.27,3016.27,2,21.55,17.93,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,3004.27,3016.27,2,21.55,17.93,(2)_timeline
Galatasaray (29205),Kontra Ataklar,3008.27,3016.27,2,21.55,17.93,(2)_timeline
Caykur Rizespor (62850),Faul,3008.27,3020.27,2,64.33,65.45,(2)_timeline
Galatasaray (29205),Yapılan Fauller,3008.27,3020.27,2,64.33,65.45,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3040.27,3052.27,2,53.69,55.67,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,3040.27,3052.27,2,53.69,55.67,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3042.27,3054.27,2,54.53,65.0,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,3042.27,3054.27,2,54.53,65.0,(2)_timeline
Galatasaray (29205),Set Hücumları,3044.27,3087.27,2,53.69,55.67,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3046.27,3058.27,2,36.61,48.17,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,3046.27,3058.27,2,36.61,48.17,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3049.27,3061.27,2,38.52,19.24,(2)_timeline
