ID;start;end;code;action;half;pos_x;pos_y
1920;2949.27;2961.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;23.7;3.73
1921;2949.27;2961.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;23.7;3.73
1922;2949.27;2961.27;Galatasaray (29205) - Uzun Kale Vuruşları (40+ mt);Uzun Kale Vuruşları (40+ mt);2;23.7;3.73
1923;2949.27;2961.27;Galatasaray (29205) - Uzun paslar;Uzun paslar;2;23.7;3.73
1924;2949.27;2961.27;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;23.7;3.73
1925;2949.27;2976.27;Galatasaray (29205) - Set Hücumları;Set Hücumları;2;29.8;0.0
1926;2949.27;2976.27;Galatasaray (29205) - Şutla biten set hücumları;Şutla biten set hücumları;2;29.8;0.0
1927;2953.27;2965.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;70.54;26.08
1928;2953.27;2965.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;70.54;26.08
1929;2955.27;2967.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;65.76;37.39
1930;2955.27;2967.27;Galatasaray (29205) - Ceza sahasına / İsabetli;Ceza sahasına / İsabetli;2;65.76;37.39
1931;2955.27;2967.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;65.76;37.39
1932;2955.27;2967.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;65.76;37.39
1933;2955.27;2967.27;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;65.76;37.39
1934;2959.27;2971.27;Galatasaray (29205) - Direkten dönen şutlar;Direkten dönen şutlar;2;91.33;48.57
1935;2959.27;2971.27;Galatasaray (29205) - Pozisyonlar;Pozisyonlar;2;91.33;48.57
1936;2959.27;2971.27;Galatasaray (29205) - Şut;Şut;2;91.33;48.57
1937;2964.27;2976.27;Galatasaray (29205) - Başarısız Ceza Sahasına Paslar;Başarısız Ceza Sahasına Paslar;2;100.77;13.59
1938;2964.27;2976.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;100.77;13.59
1939;2964.27;2976.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;100.77;13.59
1940;2964.27;2976.27;Galatasaray (29205) - Top Kaybı;Top Kaybı;2;100.65;27.66
1941;2964.27;2976.27;Galatasaray (29205) - İsabetsiz Ortalar;İsabetsiz Ortalar;2;100.77;13.59
1942;2964.27;2976.27;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;2;100.77;13.59
1943;2971.27;2983.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;13.91;33.63
1944;2971.27;2983.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;13.91;33.63
1945;2971.27;2983.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;13.91;33.63
1946;2974.27;2986.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;26.45;44.15
1947;2974.27;2986.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;26.45;44.15
1948;2974.27;2986.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;26.45;44.15
1949;2974.27;2986.27;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;26.45;44.15
1950;2975.27;2998.27;Caykur Rizespor (62850) - Kontra Ataklar;Kontra Ataklar;2;13.91;33.63
1951;2978.27;2990.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;49.27;56.64
1952;2978.27;2990.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;49.27;56.64
1953;2978.27;2990.27;Caykur Rizespor (62850) - Uzun Kale Vuruşları (40+ mt);Uzun Kale Vuruşları (40+ mt);2;49.27;56.64
1954;2978.27;2990.27;Caykur Rizespor (62850) - Uzun paslar;Uzun paslar;2;49.27;56.64
1955;2978.27;2990.27;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;49.27;56.64
1956;2989.27;3001.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;84.52;16.67
1957;2989.27;3001.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;84.52;16.67
1958;2990.27;3002.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;14.74;46.2
1959;2990.27;3002.27;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;2;79.74;26.01
1960;2990.27;3002.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;79.74;26.01
1961;2990.27;3002.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;14.74;46.2
1962;2990.27;3002.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;14.74;46.2
1963;2990.27;3002.27;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;14.74;46.2
1964;2990.27;3002.27;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;2;79.74;26.01
1965;2994.27;3006.27;Caykur Rizespor (62850) - Başarılı Top Kapma;Başarılı Top Kapma;2;42.22;25.95
1966;2994.27;3006.27;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;42.22;25.95
1967;2994.27;3006.27;Galatasaray (29205) - Başarısız Driplingler;Başarısız Driplingler;2;42.22;25.95
1968;2994.27;3006.27;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;42.22;25.95
1969;2996.27;3008.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;60.86;41.26
1970;2996.27;3008.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;60.86;41.26
1971;2996.27;3008.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;60.86;41.26
1972;2996.27;3008.27;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;60.86;41.26
1973;2998.27;3011.27;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;2;42.22;25.95
1974;3001.27;3013.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;80.22;59.8
1975;3001.27;3013.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;80.22;59.8
1976;3002.27;3014.27;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;2;82.13;49.68
1977;3002.27;3014.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;82.13;49.68
1978;3002.27;3014.27;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;2;86.2;49.81
1979;3002.27;3014.27;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;2;82.13;49.68
1980;3003.27;3015.27;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;18.8;18.19
1981;3004.27;3016.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;21.55;17.93
1982;3004.27;3016.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;21.55;17.93
1983;3008.27;3016.27;Galatasaray (29205) - Kontra Ataklar;Kontra Ataklar;2;21.55;17.93
1984;3008.27;3020.27;Caykur Rizespor (62850) - Faul;Faul;2;64.33;65.45
1985;3008.27;3020.27;Galatasaray (29205) - Yapılan Fauller;Yapılan Fauller;2;64.33;65.45
1986;3040.27;3052.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;53.69;55.67
1987;3040.27;3052.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;53.69;55.67
1988;3042.27;3054.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;54.53;65.0
1989;3042.27;3054.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;54.53;65.0
1990;3044.27;3087.27;Galatasaray (29205) - Set Hücumları;Set Hücumları;2;53.69;55.67
1991;3046.27;3058.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;36.61;48.17
1992;3046.27;3058.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;36.61;48.17
1993;3049.27;3061.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;38.52;19.24
1994;3049.27;3061.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;38.52;19.24
1995;3052.27;3064.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;44.85;3.6
1996;3052.27;3064.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;44.85;3.6
1997;3052.27;3064.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;44.85;3.6
1998;3055.27;3067.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;58.83;2.28
1999;3055.27;3067.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;58.83;2.28
2000;3057.27;3069.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;45.69;5.83
2001;3057.27;3069.27;Galatasaray (29205) - Uzun Kale Vuruşları (40+ mt);Uzun Kale Vuruşları (40+ mt);2;45.69;5.83
2002;3057.27;3069.27;Galatasaray (29205) - Uzun paslar;Uzun paslar;2;45.69;5.83
2003;3061.27;3073.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;13.19;33.45
2004;3061.27;3073.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;13.19;33.45
2005;3061.27;3073.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;13.19;33.45
2006;3063.27;3075.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;21.67;43.31
2007;3063.27;3075.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;21.67;43.31
2008;3067.27;3079.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;9.72;29.9
2009;3067.27;3079.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;9.72;29.9
2010;3067.27;3079.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;9.72;29.9
2011;3067.27;3079.27;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;9.72;29.9
2012;3072.27;3084.27;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;2;51.42;8.2
2013;3072.27;3084.27;Galatasaray (29205) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;2;51.42;8.2
2014;3072.27;3084.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;51.42;8.2
2015;3072.27;3084.27;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;2;51.42;8.2
2016;3075.27;3087.27;Galatasaray (29205) - Top Taşıma;Top Taşıma;2;79.38;9.25
2017;3079.27;3091.27;Caykur Rizespor (62850) - Faul;Faul;2;5.78;65.19
2018;3079.27;3091.27;Galatasaray (29205) - Yapılan Fauller;Yapılan Fauller;2;5.78;65.19
2019;3149.27;3161.27;Galatasaray (29205) - Ceza sahasına / İsabetli;Ceza sahasına / İsabetli;2;99.7;2.28
2020;3149.27;3161.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;99.7;2.28
2021;3149.27;3161.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;99.7;2.28
2022;3151.27;3163.27;Caykur Rizespor (62850) - Başarılı hava topu mücadeleleri;Başarılı hava topu mücadeleleri;2;6.38;36.66
2023;3151.27;3163.27;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;6.38;36.66
2024;3151.27;3163.27;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;6.38;36.66
2025;3151.27;3163.27;Galatasaray (29205) - Kaybedilen hava topu mücadeleleri;Kaybedilen hava topu mücadeleleri;2;6.38;36.66
2026;3153.27;3164.27;Galatasaray (29205) - Serbest Vuruş hücumları;Serbest Vuruş hücumları;2;99.7;2.28
2027;3154.27;3166.27;Galatasaray (29205) - İsabetsiz Şutlar;İsabetsiz Şutlar;2;87.63;42.78
2028;3154.27;3166.27;Galatasaray (29205) - Şut;Şut;2;87.63;42.78
2029;3195.27;3207.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;5.3;41.13
2030;3195.27;3207.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;5.3;41.13
2031;3197.27;3209.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;14.14;64.67
2032;3197.27;3209.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;14.14;64.67
2033;3197.27;3209.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;14.14;64.67
2034;3201.27;3213.27;Galatasaray (29205) - Başarılı Top Kapma;Başarılı Top Kapma;2;40.19;65.19
2035;3201.27;3213.27;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;40.19;65.19
2036;3201.27;3213.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;63.25;8.99
2037;3201.27;3213.27;Caykur Rizespor (62850) - Başarısız Driplingler;Başarısız Driplingler;2;40.19;65.19
2038;3201.27;3213.27;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;40.19;65.19
2039;3201.27;3213.27;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;64.81;2.81
2040;3201.27;3213.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;63.25;8.99
2041;3201.27;3213.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;63.25;8.99
2042;3201.27;3213.27;Galatasaray (29205) - Rakip sahada geri kazanılan toplar;Rakip sahada geri kazanılan toplar;2;64.81;2.81
2043;3201.27;3213.27;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;2;40.19;65.19
2044;3201.27;3213.27;Caykur Rizespor (62850) - Top kayıpları / kendi yarı sahasında;Top kayıpları / kendi yarı sahasında;2;40.19;65.19
2045;3203.27;3215.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;71.14;5.44
2046;3203.27;3215.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;71.14;5.44
2047;3204.27;3216.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;71.5;15.43
2048;3204.27;3216.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;65.52;16.88
2049;3204.27;3216.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;71.5;15.43
2050;3204.27;3216.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;65.52;16.88
2051;3205.27;3225.27;Galatasaray (29205) - Kontra Ataklar;Kontra Ataklar;2;63.25;8.99
2052;3208.27;3220.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;75.32;38.84
2053;3208.27;3220.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;75.32;38.84
2054;3211.27;3223.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;88.35;58.3
2055;3211.27;3223.27;Galatasaray (29205) - Ceza sahasına / İsabetli;Ceza sahasına / İsabetli;2;88.35;58.3
2056;3211.27;3223.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;88.35;58.3
2057;3211.27;3223.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;88.35;58.3
2058;3211.27;3223.27;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;88.35;58.3
2059;3213.27;3225.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;102.8;45.81
2060;3213.27;3225.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;102.8;45.81
2061;3214.27;3226.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;97.43;40.28
2062;3214.27;3226.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;97.43;40.28
2063;3216.27;3228.27;Galatasaray (29205) - İsabetsiz Şutlar;İsabetsiz Şutlar;2;86.43;34.5
2064;3216.27;3228.27;Galatasaray (29205) - Şut;Şut;2;86.43;34.5
2065;3277.27;3289.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;20.6;0.0
2066;3277.27;3289.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;20.6;0.0
2067;3278.27;3290.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;22.03;9.12
2068;3278.27;3290.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;22.03;9.12
2069;3279.27;3291.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;20.96;3.07
2070;3279.27;3291.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;20.96;3.07
2071;3281.27;3293.27;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;2;5.9;5.18
2072;3281.27;3293.27;Galatasaray (29205) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;2;5.9;5.18
2073;3281.27;3293.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;5.9;5.18
2074;3281.27;3293.27;Galatasaray (29205) - Top Kaybı;Top Kaybı;2;43.06;12.28
2075;3281.27;3293.27;Galatasaray (29205) - Top kayıpları / kendi yarı sahasında;Top kayıpları / kendi yarı sahasında;2;43.06;12.28
2076;3281.27;3293.27;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;2;5.9;5.18
2077;3284.27;3296.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;61.94;55.72
2078;3284.27;3296.27;Caykur Rizespor (62850) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;61.94;55.72
2079;3284.27;3296.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;61.94;55.72
2080;3284.27;3296.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;61.94;55.72
2081;3284.27;3296.27;Caykur Rizespor (62850) - Rakip sahada geri kazanılan toplar;Rakip sahada geri kazanılan toplar;2;61.94;55.72
2082;3285.27;3297.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;67.32;50.07
2083;3285.27;3297.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;67.32;50.07
2084;3287.27;3299.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;67.32;63.09
2085;3287.27;3299.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;67.32;63.09
2086;3288.27;3319.27;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;2;61.94;55.72
2087;3289.27;3301.27;Caykur Rizespor (62850) - Top Taşıma;Top Taşıma;2;47.12;58.35
2088;3293.27;3305.27;Caykur Rizespor (62850) - Kötü top kontrolü;Kötü top kontrolü;2;48.44;40.08
2089;3294.27;3306.27;Galatasaray (29205) - Başarılı driplingler;Başarılı driplingler;2;58.47;37.39
2090;3294.27;3306.27;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;58.47;37.39
2091;3294.27;3306.27;Caykur Rizespor (62850) - Başarısız Top Kapma;Başarısız Top Kapma;2;58.47;37.39
2092;3294.27;3306.27;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;58.47;37.39
2093;3296.27;3308.27;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;2;56.44;33.18
2094;3296.27;3308.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;56.44;33.18
2095;3296.27;3308.27;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;2;56.44;33.18
2096;3297.27;3309.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;39.0;39.68
2097;3297.27;3309.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;39.0;39.68
2098;3299.27;3311.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;37.68;35.74
2099;3299.27;3311.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;37.68;35.74
2100;3300.27;3312.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;38.52;30.22
2101;3300.27;3312.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;38.52;30.22
2102;3300.27;3312.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;38.52;30.22
2103;3302.27;3314.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;49.75;42.84
2104;3302.27;3314.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;49.75;42.84
2105;3303.27;3315.27;Caykur Rizespor (62850) - Top Taşıma;Top Taşıma;2;50.71;24.56
2106;3306.27;3318.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;70.66;16.01
2107;3306.27;3318.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;70.66;16.01
2108;3306.27;3318.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;70.66;16.01
2109;3306.27;3318.27;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;70.66;16.01
2110;3310.27;3322.27;Caykur Rizespor (62850) - Başarısız Ceza Sahasına Paslar;Başarısız Ceza Sahasına Paslar;2;96.59;6.94
2111;3310.27;3322.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;96.59;6.94
2112;3310.27;3322.27;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;2;101.61;35.87
2113;3310.27;3322.27;Caykur Rizespor (62850) - İsabetsiz Ortalar;İsabetsiz Ortalar;2;96.59;6.94
2114;3310.27;3322.27;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;2;96.59;6.94
2115;3311.27;3323.27;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;3.39;32.13
2116;3326.27;3338.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;15.82;25.69
2117;3326.27;3338.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;15.82;25.69
2118;3326.27;3338.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;15.82;25.69
2119;3326.27;3338.27;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;15.82;25.69
2120;3327.27;3339.27;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;51.66;34.5
2121;3327.27;3339.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;51.66;34.5
2122;3327.27;3339.27;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;51.66;34.5
2123;3327.27;3339.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;51.66;34.5
2124;3327.27;3339.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;51.66;34.5
2125;3330.27;3340.27;Galatasaray (29205) - Kontra Ataklar;Kontra Ataklar;2;15.82;25.69
2126;3330.27;3342.27;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;45.81;27.06
2127;3330.27;3342.27;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;45.81;27.06
2128;3330.27;3342.27;Galatasaray (29205) - Top Kaybı;Top Kaybı;2;59.19;40.94
2129;3332.27;3344.27;Galatasaray (29205) - Faul;Faul;2;58.95;40.28
2130;3332.27;3344.27;Caykur Rizespor (62850) - Yapılan Fauller;Yapılan Fauller;2;58.95;40.28
2131;3336.27;3348.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;46.65;30.08
