id,team,action,start,end,half,pos_x,pos_y
1998,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3055.27,3067.27,2,58.83,2.28
1999,Galatasaray (29205),Paslar adresi bulanlar,3055.27,3067.27,2,58.83,2.28
2000,Galatasaray (29205),Paslar adresi bulanlar,3057.27,3069.27,2,45.69,5.83
2001,Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),3057.27,3069.27,2,45.69,5.83
2002,Galatasaray (29205),Uzun paslar,3057.27,3069.27,2,45.69,5.83
2003,Galatasaray (29205),Başarılı İleri Paslar,3061.27,3073.27,2,13.19,33.45
2004,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3061.27,3073.27,2,13.19,33.45
2005,Galatasaray (29205),Paslar adresi bulanlar,3061.27,3073.27,2,13.19,33.45
2006,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3063.27,3075.27,2,21.67,43.31
2007,Galatasaray (29205),Paslar adresi bulanlar,3063.27,3075.27,2,21.67,43.31
2008,Galatasaray (29205),Başarılı İleri Paslar,3067.27,3079.27,2,9.72,29.9
2009,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3067.27,3079.27,2,9.72,29.9
2010,Galatasaray (29205),Paslar adresi bulanlar,3067.27,3079.27,2,9.72,29.9
2011,Galatasaray (29205),İsabetli İlerletici Paslar,3067.27,3079.27,2,9.72,29.9
2012,Galatasaray (29205),Başarısız İleri Paslar,3072.27,3084.27,2,51.42,8.2
2013,Galatasaray (29205),Başarısız İlerletici Paslar,3072.27,3084.27,2,51.42,8.2
2014,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3072.27,3084.27,2,51.42,8.2
2015,Galatasaray (29205),İsabetsiz paslar,3072.27,3084.27,2,51.42,8.2
2016,Galatasaray (29205),Top Taşıma,3075.27,3087.27,2,79.38,9.25
2017,Caykur Rizespor (62850),Faul,3079.27,3091.27,2,5.78,65.19
2018,Galatasaray (29205),Yapılan Fauller,3079.27,3091.27,2,5.78,65.19
2019,Galatasaray (29205),Ceza sahasına / İsabetli,3149.27,3161.27,2,99.7,2.28
2020,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3149.27,3161.27,2,99.7,2.28
2021,Galatasaray (29205),Paslar adresi bulanlar,3149.27,3161.27,2,99.7,2.28
2022,Caykur Rizespor (62850),Başarılı hava topu mücadeleleri,3151.27,3163.27,2,6.38,36.66
2023,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,3151.27,3163.27,2,6.38,36.66
2024,Galatasaray (29205),Başarısız İkili Mücadeleler,3151.27,3163.27,2,6.38,36.66
2025,Galatasaray (29205),Kaybedilen hava topu mücadeleleri,3151.27,3163.27,2,6.38,36.66
2026,Galatasaray (29205),Serbest Vuruş hücumları,3153.27,3164.27,2,99.7,2.28
2027,Galatasaray (29205),İsabetsiz Şutlar,3154.27,3166.27,2,87.63,42.78
2028,Galatasaray (29205),Şut,3154.27,3166.27,2,87.63,42.78
2029,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3195.27,3207.27,2,5.3,41.13
2030,Caykur Rizespor (62850),Paslar adresi bulanlar,3195.27,3207.27,2,5.3,41.13
2031,Caykur Rizespor (62850),Başarılı İleri Paslar,3197.27,3209.27,2,14.14,64.67
2032,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3197.27,3209.27,2,14.14,64.67
2033,Caykur Rizespor (62850),Paslar adresi bulanlar,3197.27,3209.27,2,14.14,64.67
2034,Galatasaray (29205),Başarılı Top Kapma,3201.27,3213.27,2,40.19,65.19
2035,Galatasaray (29205),Başarılı İkili Mücadeleler,3201.27,3213.27,2,40.19,65.19
2036,Galatasaray (29205),Başarılı İleri Paslar,3201.27,3213.27,2,63.25,8.99
2037,Caykur Rizespor (62850),Başarısız Driplingler,3201.27,3213.27,2,40.19,65.19
2038,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,3201.27,3213.27,2,40.19,65.19
2039,Galatasaray (29205),Geri Kazanılan Toplar,3201.27,3213.27,2,64.81,2.81
2040,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3201.27,3213.27,2,63.25,8.99
2041,Galatasaray (29205),Paslar adresi bulanlar,3201.27,3213.27,2,63.25,8.99
2042,Galatasaray (29205),Rakip sahada geri kazanılan toplar,3201.27,3213.27,2,64.81,2.81
2043,Caykur Rizespor (62850),Top Kaybı,3201.27,3213.27,2,40.19,65.19
2044,Caykur Rizespor (62850),Top kayıpları / kendi yarı sahasında,3201.27,3213.27,2,40.19,65.19
2045,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3203.27,3215.27,2,71.14,5.44
2046,Galatasaray (29205),Paslar adresi bulanlar,3203.27,3215.27,2,71.14,5.44
2047,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3204.27,3216.27,2,71.5,15.43
2048,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3204.27,3216.27,2,65.52,16.88
2049,Galatasaray (29205),Paslar adresi bulanlar,3204.27,3216.27,2,71.5,15.43
2050,Galatasaray (29205),Paslar adresi bulanlar,3204.27,3216.27,2,65.52,16.88
2051,Galatasaray (29205),Kontra Ataklar,3205.27,3225.27,2,63.25,8.99
2052,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3208.27,3220.27,2,75.32,38.84
2053,Galatasaray (29205),Paslar adresi bulanlar,3208.27,3220.27,2,75.32,38.84
2054,Galatasaray (29205),Başarılı İleri Paslar,3211.27,3223.27,2,88.35,58.3
2055,Galatasaray (29205),Ceza sahasına / İsabetli,3211.27,3223.27,2,88.35,58.3
2056,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3211.27,3223.27,2,88.35,58.3
2057,Galatasaray (29205),Paslar adresi bulanlar,3211.27,3223.27,2,88.35,58.3
2058,Galatasaray (29205),İsabetli İlerletici Paslar,3211.27,3223.27,2,88.35,58.3
2059,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3213.27,3225.27,2,102.8,45.81
2060,Galatasaray (29205),Paslar adresi bulanlar,3213.27,3225.27,2,102.8,45.81
2061,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3214.27,3226.27,2,97.43,40.28
2062,Galatasaray (29205),Paslar adresi bulanlar,3214.27,3226.27,2,97.43,40.28
2063,Galatasaray (29205),İsabetsiz Şutlar,3216.27,3228.27,2,86.43,34.5
2064,Galatasaray (29205),Şut,3216.27,3228.27,2,86.43,34.5
2065,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3277.27,3289.27,2,20.6,0.0
2066,Galatasaray (29205),Paslar adresi bulanlar,3277.27,3289.27,2,20.6,0.0
2067,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3278.27,3290.27,2,22.03,9.12
2068,Galatasaray (29205),Paslar adresi bulanlar,3278.27,3290.27,2,22.03,9.12
2069,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3279.27,3291.27,2,20.96,3.07
2070,Galatasaray (29205),Paslar adresi bulanlar,3279.27,3291.27,2,20.96,3.07
2071,Galatasaray (29205),Başarısız İleri Paslar,3281.27,3293.27,2,5.9,5.18
2072,Galatasaray (29205),Başarısız İlerletici Paslar,3281.27,3293.27,2,5.9,5.18
2073,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3281.27,3293.27,2,5.9,5.18
2074,Galatasaray (29205),Top Kaybı,3281.27,3293.27,2,43.06,12.28
2075,Galatasaray (29205),Top kayıpları / kendi yarı sahasında,3281.27,3293.27,2,43.06,12.28
2076,Galatasaray (29205),İsabetsiz paslar,3281.27,3293.27,2,5.9,5.18
2077,Caykur Rizespor (62850),Başarılı İleri Paslar,3284.27,3296.27,2,61.94,55.72
2078,Caykur Rizespor (62850),Geri Kazanılan Toplar,3284.27,3296.27,2,61.94,55.72
2079,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3284.27,3296.27,2,61.94,55.72
2080,Caykur Rizespor (62850),Paslar adresi bulanlar,3284.27,3296.27,2,61.94,55.72
2081,Caykur Rizespor (62850),Rakip sahada geri kazanılan toplar,3284.27,3296.27,2,61.94,55.72
2082,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3285.27,3297.27,2,67.32,50.07
2083,Caykur Rizespor (62850),Paslar adresi bulanlar,3285.27,3297.27,2,67.32,50.07
2084,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3287.27,3299.27,2,67.32,63.09
2085,Caykur Rizespor (62850),Paslar adresi bulanlar,3287.27,3299.27,2,67.32,63.09
2086,Caykur Rizespor (62850),Set Hücumları,3288.27,3319.27,2,61.94,55.72
2087,Caykur Rizespor (62850),Top Taşıma,3289.27,3301.27,2,47.12,58.35
2088,Caykur Rizespor (62850),Kötü top kontrolü,3293.27,3305.27,2,48.44,40.08
2089,Galatasaray (29205),Başarılı driplingler,3294.27,3306.27,2,58.47,37.39
2090,Galatasaray (29205),Başarılı İkili Mücadeleler,3294.27,3306.27,2,58.47,37.39
2091,Caykur Rizespor (62850),Başarısız Top Kapma,3294.27,3306.27,2,58.47,37.39
2092,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,3294.27,3306.27,2,58.47,37.39
2093,Galatasaray (29205),Başarısız İleri Paslar,3296.27,3308.27,2,56.44,33.18
2094,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3296.27,3308.27,2,56.44,33.18
2095,Galatasaray (29205),İsabetsiz paslar,3296.27,3308.27,2,56.44,33.18
2096,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3297.27,3309.27,2,39.0,39.68
2097,Caykur Rizespor (62850),Paslar adresi bulanlar,3297.27,3309.27,2,39.0,39.68
2098,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3299.27,3311.27,2,37.68,35.74
2099,Caykur Rizespor (62850),Paslar adresi bulanlar,3299.27,3311.27,2,37.68,35.74
2100,Caykur Rizespor (62850),Başarılı İleri Paslar,3300.27,3312.27,2,38.52,30.22
2101,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3300.27,3312.27,2,38.52,30.22
2102,Caykur Rizespor (62850),Paslar adresi bulanlar,3300.27,3312.27,2,38.52,30.22
2103,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3302.27,3314.27,2,49.75,42.84
2104,Caykur Rizespor (62850),Paslar adresi bulanlar,3302.27,3314.27,2,49.75,42.84
2105,Caykur Rizespor (62850),Top Taşıma,3303.27,3315.27,2,50.71,24.56
2106,Caykur Rizespor (62850),Başarılı İleri Paslar,3306.27,3318.27,2,70.66,16.01
2107,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3306.27,3318.27,2,70.66,16.01
2108,Caykur Rizespor (62850),Paslar adresi bulanlar,3306.27,3318.27,2,70.66,16.01
2109,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3306.27,3318.27,2,70.66,16.01
2110,Caykur Rizespor (62850),Başarısız Ceza Sahasına Paslar,3310.27,3322.27,2,96.59,6.94
2111,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3310.27,3322.27,2,96.59,6.94
2112,Caykur Rizespor (62850),Top Kaybı,3310.27,3322.27,2,101.61,35.87
2113,Caykur Rizespor (62850),İsabetsiz Ortalar,3310.27,3322.27,2,96.59,6.94
2114,Caykur Rizespor (62850),İsabetsiz paslar,3310.27,3322.27,2,96.59,6.94
2115,Galatasaray (29205),Geri Kazanılan Toplar,3311.27,3323.27,2,3.39,32.13
2116,Galatasaray (29205),Başarılı İleri Paslar,3326.27,3338.27,2,15.82,25.69
2117,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3326.27,3338.27,2,15.82,25.69
2118,Galatasaray (29205),Paslar adresi bulanlar,3326.27,3338.27,2,15.82,25.69
2119,Galatasaray (29205),İsabetli İlerletici Paslar,3326.27,3338.27,2,15.82,25.69
2120,Galatasaray (29205),Başarılı İkili Mücadeleler,3327.27,3339.27,2,51.66,34.5
2121,Galatasaray (29205),Başarılı İleri Paslar,3327.27,3339.27,2,51.66,34.5
2122,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,3327.27,3339.27,2,51.66,34.5
2123,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3327.27,3339.27,2,51.66,34.5
2124,Galatasaray (29205),Paslar adresi bulanlar,3327.27,3339.27,2,51.66,34.5
2125,Galatasaray (29205),Kontra Ataklar,3330.27,3340.27,2,15.82,25.69
2126,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,3330.27,3342.27,2,45.81,27.06
2127,Galatasaray (29205),Başarısız İkili Mücadeleler,3330.27,3342.27,2,45.81,27.06
2128,Galatasaray (29205),Top Kaybı,3330.27,3342.27,2,59.19,40.94
2129,Galatasaray (29205),Faul,3332.27,3344.27,2,58.95,40.28
2130,Caykur Rizespor (62850),Yapılan Fauller,3332.27,3344.27,2,58.95,40.28
2131,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3336.27,3348.27,2,46.65,30.08
2132,Caykur Rizespor (62850),Paslar adresi bulanlar,3336.27,3348.27,2,46.65,30.08
2133,Caykur Rizespor (62850),Başarılı İleri Paslar,3338.27,3350.27,2,54.89,16.67
2134,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3338.27,3350.27,2,54.89,16.67
2135,Caykur Rizespor (62850),Paslar adresi bulanlar,3338.27,3350.27,2,54.89,16.67
2136,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3338.27,3350.27,2,54.89,16.67
2137,Caykur Rizespor (62850),Set Hücumları,3340.27,3416.27,2,46.65,30.08
2138,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3345.27,3357.27,2,72.45,8.26
2139,Caykur Rizespor (62850),Paslar adresi bulanlar,3345.27,3357.27,2,72.45,8.26
2140,Caykur Rizespor (62850),Başarılı İleri Paslar,3350.27,3362.27,2,60.86,14.57
2141,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3350.27,3362.27,2,60.86,14.57
2142,Caykur Rizespor (62850),Paslar adresi bulanlar,3350.27,3362.27,2,60.86,14.57
2143,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3350.27,3362.27,2,60.86,14.57
2144,Caykur Rizespor (62850),Başarılı İleri Paslar,3355.27,3367.27,2,68.51,7.07
2145,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3355.27,3367.27,2,68.51,7.07
2146,Caykur Rizespor (62850),Paslar adresi bulanlar,3355.27,3367.27,2,68.51,7.07
2147,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3355.27,3367.27,2,68.51,7.07
2148,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3357.27,3369.27,2,75.08,6.81
2149,Caykur Rizespor (62850),Paslar adresi bulanlar,3357.27,3369.27,2,75.08,6.81
2150,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3361.27,3373.27,2,60.63,9.44
2151,Caykur Rizespor (62850),Paslar adresi bulanlar,3361.27,3373.27,2,60.63,9.44
2152,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3364.27,3376.27,2,34.94,21.93
2153,Caykur Rizespor (62850),Paslar adresi bulanlar,3364.27,3376.27,2,34.94,21.93
2154,Caykur Rizespor (62850),Başarılı İleri Paslar,3369.27,3381.27,2,15.58,32.32
2155,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3369.27,3381.27,2,15.58,32.32
2156,Caykur Rizespor (62850),Paslar adresi bulanlar,3369.27,3381.27,2,15.58,32.32
2157,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3369.27,3381.27,2,15.58,32.32
2158,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3374.27,3386.27,2,36.85,9.97
2159,Caykur Rizespor (62850),Paslar adresi bulanlar,3374.27,3386.27,2,36.85,9.97
2160,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3377.27,3389.27,2,39.24,24.04
2161,Caykur Rizespor (62850),Paslar adresi bulanlar,3377.27,3389.27,2,39.24,24.04
2162,Caykur Rizespor (62850),Başarılı İleri Paslar,3379.27,3391.27,2,45.93,44.02
2163,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3379.27,3391.27,2,45.93,44.02
2164,Caykur Rizespor (62850),Paslar adresi bulanlar,3379.27,3391.27,2,45.93,44.02
2165,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3379.27,3391.27,2,45.93,44.02
2166,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3383.27,3395.27,2,68.39,62.69
2167,Caykur Rizespor (62850),Paslar adresi bulanlar,3383.27,3395.27,2,68.39,62.69
2168,Caykur Rizespor (62850),Başarılı İleri Paslar,3384.27,3396.27,2,63.01,58.75
2169,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3384.27,3396.27,2,63.01,58.75
2170,Caykur Rizespor (62850),Paslar adresi bulanlar,3384.27,3396.27,2,63.01,58.75
2171,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3384.27,3396.27,2,63.01,58.75
2172,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3391.27,3403.27,2,83.57,64.53
2173,Caykur Rizespor (62850),Paslar adresi bulanlar,3391.27,3403.27,2,83.57,64.53
2174,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3393.27,3405.27,2,77.35,58.09
2175,Caykur Rizespor (62850),Paslar adresi bulanlar,3393.27,3405.27,2,77.35,58.09
2176,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3396.27,3408.27,2,69.59,45.21
2177,Caykur Rizespor (62850),Paslar adresi bulanlar,3396.27,3408.27,2,69.59,45.21
2178,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3400.27,3412.27,2,74.13,14.04
2179,Caykur Rizespor (62850),Paslar adresi bulanlar,3400.27,3412.27,2,74.13,14.04
2180,Caykur Rizespor (62850),Başarılı İleri Paslar,3402.27,3414.27,2,77.0,11.81
2181,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3402.27,3414.27,2,77.0,11.81
2182,Caykur Rizespor (62850),Paslar adresi bulanlar,3402.27,3414.27,2,77.0,11.81
2183,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3402.27,3414.27,2,77.0,11.81
2184,Caykur Rizespor (62850),Başarılı İleri Paslar,3403.27,3415.27,2,85.84,23.38
2185,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3403.27,3415.27,2,85.84,23.38
2186,Caykur Rizespor (62850),Paslar adresi bulanlar,3403.27,3415.27,2,85.84,23.38
2187,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3403.27,3415.27,2,85.84,23.38
2188,Galatasaray (29205),Başarılı İkili Mücadeleler,3406.27,3418.27,2,10.08,55.93
2189,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,3406.27,3418.27,2,10.08,55.93
2190,Galatasaray (29205),Başarısız İleri Paslar,3408.27,3420.27,2,5.3,61.98
2191,Galatasaray (29205),Başarısız İlerletici Paslar,3408.27,3420.27,2,5.3,61.98
2192,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3408.27,3420.27,2,5.3,61.98
2193,Galatasaray (29205),İsabetsiz paslar,3408.27,3420.27,2,5.3,61.98
2194,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3412.27,3424.27,2,60.86,10.75
2195,Caykur Rizespor (62850),Paslar adresi bulanlar,3412.27,3424.27,2,60.86,10.75
2196,Caykur Rizespor (62850),Başarılı İleri Paslar,3414.27,3426.27,2,58.71,4.18
2197,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3414.27,3426.27,2,58.71,4.18
2198,Caykur Rizespor (62850),Paslar adresi bulanlar,3414.27,3426.27,2,58.71,4.18
2199,Caykur Rizespor (62850),Set Hücumları,3415.27,3436.27,2,62.42,12.46
2200,Caykur Rizespor (62850),Başarılı İleri Paslar,3416.27,3428.27,2,65.88,5.76
2201,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3416.27,3428.27,2,65.88,5.76
2202,Caykur Rizespor (62850),Paslar adresi bulanlar,3416.27,3428.27,2,65.88,5.76
2203,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3419.27,3431.27,2,73.53,5.76
2204,Caykur Rizespor (62850),Paslar adresi bulanlar,3419.27,3431.27,2,73.53,5.76
2205,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3420.27,3432.27,2,67.32,11.28
2206,Caykur Rizespor (62850),Paslar adresi bulanlar,3420.27,3432.27,2,67.32,11.28
2207,Caykur Rizespor (62850),Başarısız İleri Paslar,3425.27,3437.27,2,67.56,29.56
2208,Caykur Rizespor (62850),Başarısız İlerletici Paslar,3425.27,3437.27,2,67.56,29.56
2209,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3425.27,3437.27,2,67.56,29.56
2210,Caykur Rizespor (62850),İsabetsiz paslar,3425.27,3437.27,2,67.56,29.56
2211,Caykur Rizespor (62850),Ofsaytlar,3428.27,3440.27,2,95.04,11.41
2212,Caykur Rizespor (62850),Top Kaybı,3428.27,3440.27,2,95.04,11.41
2213,Galatasaray (29205),Başarısız İleri Paslar,3464.27,3476.27,2,70.3,49.09
2214,Galatasaray (29205),Başarısız İlerletici Paslar,3464.27,3476.27,2,70.3,49.09
2215,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3464.27,3476.27,2,70.3,49.09
2216,Galatasaray (29205),Top Kaybı,3464.27,3476.27,2,81.77,43.18
2217,Galatasaray (29205),İsabetsiz paslar,3464.27,3476.27,2,70.3,49.09
2218,Galatasaray (29205),Set Hücumları,3468.27,3476.27,2,70.3,49.09
2219,Galatasaray (29205),Geri Kazanılan Toplar,3480.27,3492.27,2,89.9,44.62
2220,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3480.27,3492.27,2,14.86,24.3
2221,Galatasaray (29205),Rakip sahada geri kazanılan toplar,3480.27,3492.27,2,89.9,44.62
2222,Caykur Rizespor (62850),Top Kaybı,3480.27,3492.27,2,15.1,23.38
2223,Caykur Rizespor (62850),Top kayıpları / kendi yarı sahasında,3480.27,3492.27,2,15.1,23.38
2224,Caykur Rizespor (62850),İsabetsiz paslar,3480.27,3492.27,2,14.86,24.3
2225,Caykur Rizespor (62850),Başarılı İleri Paslar,3490.27,3502.27,2,18.33,0.0
2226,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),3490.27,3502.27,2,18.33,0.0
2227,Caykur Rizespor (62850),Paslar adresi bulanlar,3490.27,3502.27,2,18.33,0.0
2228,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3492.27,3504.27,2,24.9,15.09
2229,Caykur Rizespor (62850),İsabetsiz paslar,3492.27,3504.27,2,24.9,15.09
2230,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3495.27,3507.27,2,8.89,22.19
2231,Caykur Rizespor (62850),Paslar adresi bulanlar,3495.27,3507.27,2,8.89,22.19
2232,Caykur Rizespor (62850),Başarılı İleri Paslar,3496.27,3508.27,2,4.23,26.14
2233,Caykur Rizespor (62850),Paslar adresi bulanlar,3496.27,3508.27,2,4.23,26.14
2234,Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),3496.27,3508.27,2,4.23,26.14
2235,Caykur Rizespor (62850),Uzun paslar,3496.27,3508.27,2,4.23,26.14
2236,Caykur Rizespor (62850),İsabetli İlerletici Paslar,3496.27,3508.27,2,4.23,26.14
2237,Galatasaray (29205),Başarılı İkili Mücadeleler,3498.27,3510.27,2,58.0,52.25
2238,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,3498.27,3510.27,2,58.0,52.25
2239,Galatasaray (29205),Geri Kazanılan Toplar,3498.27,3510.27,2,58.0,52.25
2240,Galatasaray (29205),Rakip sahada geri kazanılan toplar,3498.27,3510.27,2,58.0,52.25
2241,Caykur Rizespor (62850),Top Kaybı,3498.27,3510.27,2,47.0,15.75
2242,Caykur Rizespor (62850),Top kayıpları / kendi yarı sahasında,3498.27,3510.27,2,47.0,15.75
2243,Galatasaray (29205),Başarılı İleri Paslar,3500.27,3512.27,2,49.87,47.78
2244,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3500.27,3512.27,2,49.87,47.78
2245,Galatasaray (29205),Paslar adresi bulanlar,3500.27,3512.27,2,49.87,47.78
2246,Galatasaray (29205),İsabetli İlerletici Paslar,3500.27,3512.27,2,49.87,47.78
2247,Galatasaray (29205),Başarılı İleri Paslar,3502.27,3514.27,2,75.56,43.44
2248,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3502.27,3514.27,2,75.56,43.44
2249,Galatasaray (29205),Paslar adresi bulanlar,3502.27,3514.27,2,75.56,43.44
2250,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3504.27,3516.27,2,80.46,46.99
2251,Galatasaray (29205),Paslar adresi bulanlar,3504.27,3516.27,2,80.46,46.99
2252,Galatasaray (29205),Set Hücumları,3504.27,3550.27,2,49.87,47.78
2253,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3508.27,3520.27,2,76.64,28.97
2254,Galatasaray (29205),Paslar adresi bulanlar,3508.27,3520.27,2,76.64,28.97
2255,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3511.27,3523.27,2,73.17,23.58
2256,Galatasaray (29205),Paslar adresi bulanlar,3511.27,3523.27,2,73.17,23.58
2257,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3512.27,3524.27,2,74.37,31.47
2258,Galatasaray (29205),Paslar adresi bulanlar,3512.27,3524.27,2,74.37,31.47
2259,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3513.27,3525.27,2,71.98,25.82
2260,Galatasaray (29205),Paslar adresi bulanlar,3513.27,3525.27,2,71.98,25.82
2261,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3516.27,3528.27,2,67.08,13.99
2262,Galatasaray (29205),Paslar adresi bulanlar,3516.27,3528.27,2,67.08,13.99
2263,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3519.27,3531.27,2,69.47,33.71
2264,Galatasaray (29205),Paslar adresi bulanlar,3519.27,3531.27,2,69.47,33.71
2265,Galatasaray (29205),Başarılı İleri Paslar,3521.27,3533.27,2,77.83,59.61
2266,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),3521.27,3533.27,2,77.83,59.61
2267,Galatasaray (29205),Paslar adresi bulanlar,3521.27,3533.27,2,77.83,59.61
2268,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,3524.27,3536.27,2,20.0,22.59
2269,Galatasaray (29205),Başarısız İkili Mücadeleler,3524.27,3536.27,2,20.0,22.59
2270,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),3524.27,3536.27,2,80.34,61.19
2271,Galatasaray (29205),Paslar adresi bulanlar,3524.27,3536.27,2,80.34,61.19
2272,Galatasaray (29205),Başarılı İkili Mücadeleler,3528.27,3540.27,2,85.96,48.04
2273,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,3528.27,3540.27,2,85.96,48.04
2274,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),3528.27,3540.27,2,18.21,22.06
