id,team,action,start,end,half,pos_x,pos_y
1161,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1734.55,1746.55,1,75.08,34.12
1162,Galatasaray (29205),Top Kaybı,1734.55,1746.55,1,85.24,20.84
1163,Galatasaray (29205),İsabetsiz paslar,1734.55,1746.55,1,75.08,34.12
1164,Caykur Rizespor (62850),Geri Kazanılan Toplar,1737.55,1749.55,1,19.76,47.16
1165,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1737.55,1749.55,1,19.76,47.16
1166,Caykur Rizespor (62850),Paslar adresi bulanlar,1737.55,1749.55,1,19.76,47.16
1167,Caykur Rizespor (62850),Başarısız Uzun Toplar,1740.55,1752.55,1,5.66,38.62
1168,Caykur Rizespor (62850),Başarısız İleri Paslar,1740.55,1752.55,1,5.66,38.62
1169,Caykur Rizespor (62850),Başarısız İlerletici Paslar,1740.55,1752.55,1,5.66,38.62
1170,Caykur Rizespor (62850),Top Kaybı,1740.55,1752.55,1,63.73,42.03
1171,Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),1740.55,1752.55,1,5.66,38.62
1172,Caykur Rizespor (62850),İsabetsiz paslar,1740.55,1752.55,1,5.66,38.62
1173,Galatasaray (29205),Başarılı İleri Paslar,1745.55,1757.55,1,41.27,25.97
1174,Galatasaray (29205),Geri Kazanılan Toplar,1745.55,1757.55,1,41.27,25.97
1175,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1745.55,1757.55,1,41.27,25.97
1176,Galatasaray (29205),Paslar adresi bulanlar,1745.55,1757.55,1,41.27,25.97
1177,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1746.55,1758.55,1,50.23,21.23
1178,Galatasaray (29205),Paslar adresi bulanlar,1746.55,1758.55,1,50.23,21.23
1179,Galatasaray (29205),Set Hücumları,1749.55,1772.55,1,41.27,25.97
1180,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1751.55,1763.55,1,42.46,8.08
1181,Galatasaray (29205),Paslar adresi bulanlar,1751.55,1763.55,1,42.46,8.08
1182,Galatasaray (29205),Başarılı İleri Paslar,1756.55,1768.55,1,34.1,22.02
1183,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1756.55,1768.55,1,34.1,22.02
1184,Galatasaray (29205),Paslar adresi bulanlar,1756.55,1768.55,1,34.1,22.02
1185,Galatasaray (29205),Başarısız İleri Paslar,1760.55,1772.55,1,49.15,41.35
1186,Galatasaray (29205),Başarısız İlerletici Paslar,1760.55,1772.55,1,49.15,41.35
1187,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1760.55,1772.55,1,49.15,41.35
1188,Galatasaray (29205),Top Kaybı,1760.55,1772.55,1,83.21,22.68
1189,Galatasaray (29205),İsabetsiz paslar,1760.55,1772.55,1,49.15,41.35
1190,Galatasaray (29205),Başarılı İkili Mücadeleler,1784.55,1796.55,1,58.59,63.7
1191,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1784.55,1796.55,1,58.59,63.7
1192,Galatasaray (29205),Başarısız İleri Paslar,1784.55,1796.55,1,60.51,64.62
1193,Galatasaray (29205),Başarısız İlerletici Paslar,1784.55,1796.55,1,60.51,64.62
1194,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1784.55,1796.55,1,60.51,64.62
1195,Galatasaray (29205),Top Kaybı,1784.55,1796.55,1,68.63,54.37
1196,Galatasaray (29205),İsabetsiz paslar,1784.55,1796.55,1,60.51,64.62
1197,Caykur Rizespor (62850),Geri Kazanılan Toplar,1786.55,1798.55,1,36.37,13.63
1198,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1786.55,1798.55,1,36.37,13.63
1199,Caykur Rizespor (62850),Paslar adresi bulanlar,1786.55,1798.55,1,36.37,13.63
1200,Galatasaray (29205),Set Hücumları,1788.55,1794.55,1,58.59,63.7
1201,Caykur Rizespor (62850),Başarılı İleri Paslar,1789.55,1801.55,1,26.81,4.95
1202,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1789.55,1801.55,1,26.81,4.95
1203,Caykur Rizespor (62850),Paslar adresi bulanlar,1789.55,1801.55,1,26.81,4.95
1204,Caykur Rizespor (62850),Set Hücumları,1790.55,1808.55,1,36.37,13.63
1205,Caykur Rizespor (62850),Başarılı driplingler,1791.55,1803.55,1,38.04,3.25
1206,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1791.55,1803.55,1,38.04,3.25
1207,Galatasaray (29205),Başarısız Top Kapma,1791.55,1803.55,1,38.04,3.25
1208,Galatasaray (29205),Başarısız İkili Mücadeleler,1791.55,1803.55,1,38.04,3.25
1209,Caykur Rizespor (62850),Başarılı İleri Paslar,1796.55,1808.55,1,32.78,16.53
1210,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1796.55,1808.55,1,32.78,16.53
1211,Caykur Rizespor (62850),Paslar adresi bulanlar,1796.55,1808.55,1,32.78,16.53
1212,Galatasaray (29205),Faul,1800.55,1812.55,1,63.85,46.48
1213,Caykur Rizespor (62850),Yapılan Fauller,1800.55,1812.55,1,63.85,46.48
1214,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1809.55,1821.55,1,40.07,20.47
1215,Caykur Rizespor (62850),Paslar adresi bulanlar,1809.55,1821.55,1,40.07,20.47
1216,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1812.55,1824.55,1,44.26,6.53
1217,Caykur Rizespor (62850),Paslar adresi bulanlar,1812.55,1824.55,1,44.26,6.53
1218,Caykur Rizespor (62850),Başarısız İleri Paslar,1814.55,1826.55,1,50.59,16.92
1219,Caykur Rizespor (62850),Başarısız İlerletici Paslar,1814.55,1826.55,1,50.59,16.92
1220,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1814.55,1826.55,1,50.59,16.92
1221,Caykur Rizespor (62850),Top Kaybı,1814.55,1826.55,1,79.27,8.11
1222,Caykur Rizespor (62850),İsabetsiz paslar,1814.55,1826.55,1,50.59,16.92
1223,Galatasaray (29205),Geri Kazanılan Toplar,1816.55,1828.55,1,25.73,59.89
1224,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1816.55,1828.55,1,25.73,59.89
1225,Galatasaray (29205),Paslar adresi bulanlar,1816.55,1828.55,1,25.73,59.89
1226,Galatasaray (29205),Başarılı İleri Paslar,1817.55,1829.55,1,27.29,55.81
1227,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1817.55,1829.55,1,27.29,55.81
1228,Galatasaray (29205),Paslar adresi bulanlar,1817.55,1829.55,1,27.29,55.81
1229,Galatasaray (29205),Başarılı İkili Mücadeleler,1818.55,1830.55,1,41.75,50.95
1230,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1818.55,1830.55,1,41.75,50.95
1231,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1818.55,1830.55,1,41.75,50.95
1232,Galatasaray (29205),Paslar adresi bulanlar,1818.55,1830.55,1,41.75,50.95
1233,Galatasaray (29205),Başarılı İleri Paslar,1819.55,1831.55,1,38.16,48.84
1234,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1819.55,1831.55,1,38.16,48.84
1235,Galatasaray (29205),Paslar adresi bulanlar,1819.55,1831.55,1,38.16,48.84
1236,Galatasaray (29205),Top Taşıma,1820.55,1832.55,1,48.92,47.14
1237,Galatasaray (29205),Kontra Ataklar,1820.55,1833.55,1,25.73,59.89
1238,Galatasaray (29205),Başarısız İleri Paslar,1825.55,1837.55,1,78.07,39.77
1239,Caykur Rizespor (62850),Geri Kazanılan Toplar,1825.55,1837.55,1,24.06,29.02
1240,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1825.55,1837.55,1,78.07,39.77
1241,Galatasaray (29205),Top Kaybı,1825.55,1837.55,1,80.94,38.98
1242,Galatasaray (29205),İsabetsiz paslar,1825.55,1837.55,1,78.07,39.77
1243,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1827.55,1839.55,1,13.43,22.05
1244,Caykur Rizespor (62850),Paslar adresi bulanlar,1827.55,1839.55,1,13.43,22.05
1245,Caykur Rizespor (62850),Top Taşıma,1829.55,1841.55,1,28.96,52.95
1246,Caykur Rizespor (62850),Set Hücumları,1831.55,1858.55,1,13.43,22.05
1247,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1840.55,1852.55,1,68.75,32.04
1248,Caykur Rizespor (62850),Paslar adresi bulanlar,1840.55,1852.55,1,68.75,32.04
1249,Caykur Rizespor (62850),Başarılı İleri Paslar,1844.55,1856.55,1,76.64,4.95
1250,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1844.55,1856.55,1,76.64,4.95
1251,Caykur Rizespor (62850),Paslar adresi bulanlar,1844.55,1856.55,1,76.64,4.95
1252,Caykur Rizespor (62850),İsabetli İlerletici Paslar,1844.55,1856.55,1,76.64,4.95
1253,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1847.55,1859.55,1,83.93,5.09
1254,Caykur Rizespor (62850),Paslar adresi bulanlar,1847.55,1859.55,1,83.93,5.09
1255,Caykur Rizespor (62850),Başarısız Ceza Sahasına Paslar,1849.55,1861.55,1,80.82,12.06
1256,Caykur Rizespor (62850),Başarısız İleri Paslar,1849.55,1861.55,1,80.82,12.06
1257,Caykur Rizespor (62850),Başarısız İlerletici Paslar,1849.55,1861.55,1,80.82,12.06
1258,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1849.55,1861.55,1,80.82,12.06
1259,Caykur Rizespor (62850),İsabetsiz Ortalar,1849.55,1861.55,1,80.82,12.06
1260,Caykur Rizespor (62850),İsabetsiz paslar,1849.55,1861.55,1,80.82,12.06
1261,Galatasaray (29205),Başarısız İleri Paslar,1850.55,1862.55,1,8.89,35.56
1262,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1850.55,1862.55,1,8.89,35.56
1263,Galatasaray (29205),İsabetsiz paslar,1850.55,1862.55,1,8.89,35.56
1264,Caykur Rizespor (62850),Başarılı İleri Paslar,1855.55,1867.55,1,60.51,16.13
1265,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1855.55,1867.55,1,60.51,16.13
1266,Caykur Rizespor (62850),Paslar adresi bulanlar,1855.55,1867.55,1,60.51,16.13
1267,Caykur Rizespor (62850),Set Hücumları,1855.55,1876.55,1,78.91,24.55
1268,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1860.55,1872.55,1,66.6,32.44
1269,Caykur Rizespor (62850),Paslar adresi bulanlar,1860.55,1872.55,1,66.6,32.44
1270,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1863.55,1875.55,1,58.35,49.66
1271,Caykur Rizespor (62850),Paslar adresi bulanlar,1863.55,1875.55,1,58.35,49.66
1272,Caykur Rizespor (62850),Top Taşıma,1864.55,1876.55,1,65.64,65.05
1273,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1867.55,1879.55,1,78.31,56.76
1274,Caykur Rizespor (62850),Top Kaybı,1867.55,1879.55,1,81.18,49.0
1275,Caykur Rizespor (62850),İsabetsiz paslar,1867.55,1879.55,1,78.31,56.76
1276,Galatasaray (29205),Geri Kazanılan Toplar,1868.55,1880.55,1,23.82,19.0
1277,Galatasaray (29205),Başarılı İleri Paslar,1873.55,1885.55,1,9.01,19.0
1278,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1873.55,1885.55,1,9.01,19.0
1279,Galatasaray (29205),Paslar adresi bulanlar,1873.55,1885.55,1,9.01,19.0
1280,Galatasaray (29205),Kontra Ataklar,1873.55,1902.55,1,13.55,22.68
1281,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1877.55,1889.55,1,14.86,11.24
1282,Galatasaray (29205),Paslar adresi bulanlar,1877.55,1889.55,1,14.86,11.24
1283,Galatasaray (29205),Başarılı İleri Paslar,1878.55,1890.55,1,7.57,4.93
1284,Galatasaray (29205),Paslar adresi bulanlar,1878.55,1890.55,1,7.57,4.93
1285,Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),1878.55,1890.55,1,7.57,4.93
1286,Galatasaray (29205),Uzun paslar,1878.55,1890.55,1,7.57,4.93
1287,Galatasaray (29205),İsabetli İlerletici Paslar,1878.55,1890.55,1,7.57,4.93
1288,Caykur Rizespor (62850),Başarılı hava topu mücadeleleri,1882.55,1894.55,1,48.8,48.48
1289,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1882.55,1894.55,1,48.8,48.48
1290,Galatasaray (29205),Başarısız İkili Mücadeleler,1882.55,1894.55,1,48.8,48.48
1291,Caykur Rizespor (62850),Başarısız İleri Paslar,1882.55,1894.55,1,48.8,48.48
1292,Galatasaray (29205),Kaybedilen hava topu mücadeleleri,1882.55,1894.55,1,48.8,48.48
1293,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1882.55,1894.55,1,48.8,48.48
1294,Caykur Rizespor (62850),İsabetsiz paslar,1882.55,1894.55,1,48.8,48.48
1295,Galatasaray (29205),Başarılı İleri Paslar,1883.55,1895.55,1,42.34,18.86
1296,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1883.55,1895.55,1,42.34,18.86
1297,Galatasaray (29205),Paslar adresi bulanlar,1883.55,1895.55,1,42.34,18.86
1298,Galatasaray (29205),Top Taşıma,1885.55,1897.55,1,49.75,30.7
1299,Galatasaray (29205),Başarılı İleri Paslar,1891.55,1903.55,1,78.67,33.33
1300,Galatasaray (29205),Ceza sahasına / İsabetli,1891.55,1903.55,1,78.67,33.33
1301,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1891.55,1903.55,1,78.67,33.33
1302,Galatasaray (29205),Paslar adresi bulanlar,1891.55,1903.55,1,78.67,33.33
1303,Galatasaray (29205),İsabetli İlerletici Paslar,1891.55,1903.55,1,78.67,33.33
1304,Galatasaray (29205),İsabetsiz Şutlar,1893.55,1905.55,1,94.92,18.86
1305,Galatasaray (29205),Şut,1893.55,1905.55,1,94.92,18.86
1306,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1925.55,1937.55,1,46.17,13.9
1307,Caykur Rizespor (62850),Paslar adresi bulanlar,1925.55,1937.55,1,46.17,13.9
1308,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1927.55,1939.55,1,44.14,16.53
1309,Caykur Rizespor (62850),Paslar adresi bulanlar,1927.55,1939.55,1,44.14,16.53
1310,Caykur Rizespor (62850),Set Hücumları,1929.55,1943.55,1,46.17,13.9
1311,Caykur Rizespor (62850),Başarılı İleri Paslar,1930.55,1942.55,1,38.16,6.66
1312,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1930.55,1942.55,1,38.16,6.66
1313,Caykur Rizespor (62850),Paslar adresi bulanlar,1930.55,1942.55,1,38.16,6.66
1314,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1933.55,1945.55,1,47.36,20.6
1315,Caykur Rizespor (62850),Top Kaybı,1933.55,1945.55,1,40.31,42.96
1316,Caykur Rizespor (62850),Top kayıpları / kendi yarı sahasında,1933.55,1945.55,1,40.31,42.96
1317,Caykur Rizespor (62850),İsabetsiz paslar,1933.55,1945.55,1,47.36,20.6
1318,Galatasaray (29205),Geri Kazanılan Toplar,1935.55,1947.55,1,64.69,25.04
1319,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1935.55,1947.55,1,64.69,25.04
1320,Galatasaray (29205),Paslar adresi bulanlar,1935.55,1947.55,1,64.69,25.04
1321,Galatasaray (29205),Rakip sahada geri kazanılan toplar,1935.55,1947.55,1,64.69,25.04
1322,Galatasaray (29205),Top Taşıma,1937.55,1949.55,1,60.27,19.0
1323,Galatasaray (29205),Kontra Ataklar,1939.55,1950.55,1,64.69,25.04
1324,Galatasaray (29205),3. Bölgede Başarısız Paslar,1942.55,1954.55,1,82.49,22.02
1325,Caykur Rizespor (62850),Başarılı Top Kapma,1942.55,1954.55,1,82.49,22.02
1326,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1942.55,1954.55,1,82.49,22.02
1327,Galatasaray (29205),Başarısız Driplingler,1942.55,1954.55,1,82.49,22.02
1328,Galatasaray (29205),Başarısız İkili Mücadeleler,1942.55,1954.55,1,82.49,22.02
1329,Caykur Rizespor (62850),Geri Kazanılan Toplar,1942.55,1954.55,1,22.51,45.98
1330,Galatasaray (29205),Top Kaybı,1942.55,1954.55,1,82.49,22.02
1331,Caykur Rizespor (62850),Başarılı İleri Paslar,1943.55,1955.55,1,21.91,33.88
1332,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1943.55,1955.55,1,21.91,33.88
1333,Caykur Rizespor (62850),Paslar adresi bulanlar,1943.55,1955.55,1,21.91,33.88
1334,Caykur Rizespor (62850),Başarılı İleri Paslar,1944.55,1956.55,1,31.95,45.98
1335,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1944.55,1956.55,1,31.95,45.98
1336,Caykur Rizespor (62850),Paslar adresi bulanlar,1944.55,1956.55,1,31.95,45.98
1337,Caykur Rizespor (62850),Kötü top kontrolü,1947.55,1959.55,1,44.02,39.41
1338,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1947.55,1959.55,1,44.97,42.03
1339,Caykur Rizespor (62850),Paslar adresi bulanlar,1947.55,1959.55,1,44.97,42.03
1340,Caykur Rizespor (62850),Top Kaybı,1947.55,1959.55,1,44.02,39.41
1341,Caykur Rizespor (62850),Top kayıpları / kendi yarı sahasında,1947.55,1959.55,1,44.02,39.41
1342,Galatasaray (29205),Geri Kazanılan Toplar,1949.55,1961.55,1,56.2,40.82
1343,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1949.55,1961.55,1,56.2,40.82
1344,Galatasaray (29205),Paslar adresi bulanlar,1949.55,1961.55,1,56.2,40.82
1345,Galatasaray (29205),Rakip sahada geri kazanılan toplar,1949.55,1961.55,1,56.2,40.82
1346,Galatasaray (29205),Başarılı İleri Paslar,1950.55,1962.55,1,59.19,36.62
1347,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1950.55,1962.55,1,59.19,36.62
1348,Galatasaray (29205),Paslar adresi bulanlar,1950.55,1962.55,1,59.19,36.62
1349,Galatasaray (29205),İsabetli İlerletici Paslar,1950.55,1962.55,1,59.19,36.62
1350,Galatasaray (29205),Top Taşıma,1952.55,1964.55,1,78.67,57.13
1351,Galatasaray (29205),Kontra Ataklar,1953.55,1963.55,1,56.2,40.82
1352,Galatasaray (29205),Başarısız Ceza Sahasına Paslar,1955.55,1967.55,1,96.23,56.08
1353,Caykur Rizespor (62850),Geri Kazanılan Toplar,1955.55,1967.55,1,8.05,17.97
1354,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1955.55,1967.55,1,96.23,56.08
1355,Galatasaray (29205),Top Kaybı,1955.55,1967.55,1,96.95,50.03
1356,Galatasaray (29205),İsabetsiz paslar,1955.55,1967.55,1,96.23,56.08
1357,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1957.55,1969.55,1,12.83,28.23
1358,Caykur Rizespor (62850),Paslar adresi bulanlar,1957.55,1969.55,1,12.83,28.23
1359,Caykur Rizespor (62850),Başarısız İleri Paslar,1958.55,1970.55,1,10.68,16.53
1360,Caykur Rizespor (62850),Başarısız İlerletici Paslar,1958.55,1970.55,1,10.68,16.53
1361,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1958.55,1970.55,1,10.68,16.53
1362,Caykur Rizespor (62850),Top Kaybı,1958.55,1970.55,1,41.27,2.46
1363,Caykur Rizespor (62850),Top kayıpları / kendi yarı sahasında,1958.55,1970.55,1,41.27,2.46
1364,Caykur Rizespor (62850),İsabetsiz paslar,1958.55,1970.55,1,10.68,16.53
1365,Galatasaray (29205),Geri Kazanılan Toplar,1962.55,1974.55,1,63.73,65.54
1366,Galatasaray (29205),Rakip sahada geri kazanılan toplar,1962.55,1974.55,1,63.73,65.54
1367,Galatasaray (29205),Başarılı İleri Paslar,1963.55,1975.55,1,65.76,65.68
1368,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1963.55,1975.55,1,65.76,65.68
1369,Galatasaray (29205),Paslar adresi bulanlar,1963.55,1975.55,1,65.76,65.68
1370,Galatasaray (29205),Set Hücumları,1967.55,1998.55,1,65.76,65.68
1371,Galatasaray (29205),Şutla biten set hücumları,1967.55,1998.55,1,65.76,65.68
1372,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1972.55,1984.55,1,78.19,62.12
1373,Galatasaray (29205),Paslar adresi bulanlar,1972.55,1984.55,1,78.19,62.12
1374,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1975.55,1987.55,1,71.5,44.77
1375,Galatasaray (29205),Paslar adresi bulanlar,1975.55,1987.55,1,71.5,44.77
1376,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1978.55,1990.55,1,70.06,25.04
1377,Galatasaray (29205),Paslar adresi bulanlar,1978.55,1990.55,1,70.06,25.04
1378,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1980.55,1992.55,1,70.18,36.35
1379,Galatasaray (29205),Paslar adresi bulanlar,1980.55,1992.55,1,70.18,36.35
1380,Galatasaray (29205),Başarılı İleri Paslar,1982.55,1994.55,1,64.45,47.79
1381,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1982.55,1994.55,1,64.45,47.79
1382,Galatasaray (29205),Paslar adresi bulanlar,1982.55,1994.55,1,64.45,47.79
1383,Galatasaray (29205),İsabetli İlerletici Paslar,1982.55,1994.55,1,64.45,47.79
1384,Galatasaray (29205),Başarılı İleri Paslar,1984.55,1996.55,1,76.64,62.12
1385,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1984.55,1996.55,1,76.64,62.12
1386,Galatasaray (29205),Paslar adresi bulanlar,1984.55,1996.55,1,76.64,62.12
1387,Galatasaray (29205),Başarılı İleri Paslar,1986.55,1998.55,1,84.16,61.07
1388,Galatasaray (29205),Ceza sahasına / İsabetli,1986.55,1998.55,1,84.16,61.07
1389,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1986.55,1998.55,1,84.16,61.07
1390,Galatasaray (29205),Paslar adresi bulanlar,1986.55,1998.55,1,84.16,61.07
1391,Galatasaray (29205),İsabetli İlerletici Paslar,1986.55,1998.55,1,84.16,61.07
1392,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1988.55,2000.55,1,104.0,52.53
1393,Galatasaray (29205),Paslar adresi bulanlar,1988.55,2000.55,1,104.0,52.53
1394,Galatasaray (29205),İsabetli Kilit Paslar,1988.55,2000.55,1,104.0,52.53
1395,Caykur Rizespor (62850),Başarısız İleri Paslar,1990.55,2002.55,1,5.18,26.91
1396,Caykur Rizespor (62850),Başarısız İlerletici Paslar,1990.55,2002.55,1,5.18,26.91
1397,Galatasaray (29205),Engellenen Şutlar,1990.55,2002.55,1,94.2,36.88
1398,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1990.55,2002.55,1,5.18,26.91
1399,Caykur Rizespor (62850),İsabetsiz paslar,1990.55,2002.55,1,5.18,26.91
1400,Galatasaray (29205),Şut,1990.55,2002.55,1,94.2,36.88
1401,Galatasaray (29205),Başarılı İleri Paslar,1993.55,2005.55,1,79.15,64.1
1402,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1993.55,2005.55,1,79.15,64.1
1403,Galatasaray (29205),Paslar adresi bulanlar,1993.55,2005.55,1,79.15,64.1
1404,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1997.55,2009.55,1,82.25,60.42
1405,Galatasaray (29205),Paslar adresi bulanlar,1997.55,2009.55,1,82.25,60.42
1406,Galatasaray (29205),Set Hücumları,1997.55,2020.55,1,79.15,64.1
1407,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1999.55,2011.55,1,76.64,46.74
1408,Galatasaray (29205),Paslar adresi bulanlar,1999.55,2011.55,1,76.64,46.74
1409,Galatasaray (29205),Başarılı İleri Paslar,2003.55,2015.55,1,78.79,47.4
1410,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2003.55,2015.55,1,78.79,47.4
1411,Galatasaray (29205),Paslar adresi bulanlar,2003.55,2015.55,1,78.79,47.4
1412,Galatasaray (29205),İsabetli İlerletici Paslar,2003.55,2015.55,1,78.79,47.4
1413,Galatasaray (29205),Top Taşıma,2004.55,2016.55,1,92.29,65.41
1414,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),2009.55,2021.55,1,102.21,52.39
1415,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),2009.55,2021.55,1,102.21,52.39
1416,Galatasaray (29205),İsabetsiz Ortalar,2009.55,2021.55,1,102.21,52.39
1417,Galatasaray (29205),İsabetsiz paslar,2009.55,2021.55,1,102.21,52.39
1418,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,2012.55,2024.55,1,20.0,28.75
1419,Galatasaray (29205),Başarısız İkili Mücadeleler,2012.55,2024.55,1,20.0,28.75
