ID;start;end;code;team;action;half;pos_x;pos_y
1343;2218.55;2230.55;54. Mithat Pala (1108032) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;87.03;58.47
1344;2221.55;2233.55;5. Casper Højer (628857) - Başarılı İleri Paslar;Caykur Rizespor (62850);Başarılı İleri Paslar;1;71.62;57.02
1345;2221.55;2233.55;5. Casper Højer (628857) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;71.62;57.02
1346;2221.55;2233.55;5. Casper Højer (628857) - İsabetli İlerletici Paslar;Caykur Rizespor (62850);İsabetli İlerletici Paslar;1;71.62;57.02
1347;2227.55;2239.55;20. Qazim Laçi (808862) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;65.52;45.85
1348;2231.55;2302.55;3. Samet Akaydin (26800) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;65.52;45.85
1349;2231.55;2302.55;4. Attila Mocsi (981916) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;65.52;45.85
1350;2231.55;2302.55;5. Casper Højer (628857) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;65.52;45.85
1351;2231.55;2302.55;7. Valentin Mihăilă (967060) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;65.52;45.85
1352;2231.55;2302.55;10. Ibrahim Olawoyin (1079289) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;65.52;45.85
1353;2231.55;2302.55;14. Taylan Antalyalı (74432) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;65.52;45.85
1354;2231.55;2302.55;20. Qazim Laçi (808862) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;65.52;45.85
1355;2231.55;2302.55;37. Taha Şahin (1275421) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;65.52;45.85
1356;2231.55;2302.55;54. Mithat Pala (1108032) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;65.52;45.85
1357;2231.55;2302.55;3. Samet Akaydin (26800) - Şutla Biten Set Hücumlarında Yer Alma;Caykur Rizespor (62850);Şutla Biten Set Hücumlarında Yer Alma;1;65.52;45.85
1358;2231.55;2302.55;4. Attila Mocsi (981916) - Şutla Biten Set Hücumlarında Yer Alma;Caykur Rizespor (62850);Şutla Biten Set Hücumlarında Yer Alma;1;65.52;45.85
1359;2231.55;2302.55;5. Casper Højer (628857) - Şutla Biten Set Hücumlarında Yer Alma;Caykur Rizespor (62850);Şutla Biten Set Hücumlarında Yer Alma;1;65.52;45.85
1360;2231.55;2302.55;7. Valentin Mihăilă (967060) - Şutla Biten Set Hücumlarında Yer Alma;Caykur Rizespor (62850);Şutla Biten Set Hücumlarında Yer Alma;1;65.52;45.85
1361;2231.55;2302.55;10. Ibrahim Olawoyin (1079289) - Şutla Biten Set Hücumlarında Yer Alma;Caykur Rizespor (62850);Şutla Biten Set Hücumlarında Yer Alma;1;65.52;45.85
1362;2231.55;2302.55;14. Taylan Antalyalı (74432) - Şutla Biten Set Hücumlarında Yer Alma;Caykur Rizespor (62850);Şutla Biten Set Hücumlarında Yer Alma;1;65.52;45.85
1363;2231.55;2302.55;20. Qazim Laçi (808862) - Şutla Biten Set Hücumlarında Yer Alma;Caykur Rizespor (62850);Şutla Biten Set Hücumlarında Yer Alma;1;65.52;45.85
1364;2231.55;2302.55;37. Taha Şahin (1275421) - Şutla Biten Set Hücumlarında Yer Alma;Caykur Rizespor (62850);Şutla Biten Set Hücumlarında Yer Alma;1;65.52;45.85
1365;2231.55;2302.55;54. Mithat Pala (1108032) - Şutla Biten Set Hücumlarında Yer Alma;Caykur Rizespor (62850);Şutla Biten Set Hücumlarında Yer Alma;1;65.52;45.85
1366;2232.55;2244.55;4. Attila Mocsi (981916) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;68.87;23.89
1367;2234.55;2246.55;37. Taha Şahin (1275421) - Başarılı İleri Paslar;Caykur Rizespor (62850);Başarılı İleri Paslar;1;68.87;15.08
1368;2234.55;2246.55;37. Taha Şahin (1275421) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;68.87;15.08
1369;2234.55;2246.55;37. Taha Şahin (1275421) - İsabetli İlerletici Paslar;Caykur Rizespor (62850);İsabetli İlerletici Paslar;1;68.87;15.08
1370;2237.55;2249.55;10. Ibrahim Olawoyin (1079289) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;77.0;2.46
1371;2243.55;2255.55;37. Taha Şahin (1275421) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;67.91;16.53
1372;2245.55;2257.55;3. Samet Akaydin (26800) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;56.92;35.59
1373;2250.55;2262.55;5. Casper Højer (628857) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;63.25;46.9
1374;2254.55;2266.55;4. Attila Mocsi (981916) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;63.97;16.39
1375;2257.55;2269.55;37. Taha Şahin (1275421) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;67.32;7.19
1376;2259.55;2271.55;14. Taylan Antalyalı (74432) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;65.76;20.08
1377;2262.55;2274.55;20. Qazim Laçi (808862) - Başarılı İleri Paslar;Caykur Rizespor (62850);Başarılı İleri Paslar;1;66.36;42.3
1378;2262.55;2274.55;20. Qazim Laçi (808862) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;66.36;42.3
1379;2263.55;2275.55;7. Valentin Mihăilă (967060) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;74.25;42.69
1380;2266.55;2278.55;5. Casper Højer (628857) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;66.12;50.58
1381;2270.55;2282.55;14. Taylan Antalyalı (74432) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;62.18;21.0
1382;2273.55;2285.55;4. Attila Mocsi (981916) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;68.27;11.92
1383;2274.55;2286.55;37. Taha Şahin (1275421) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;65.64;2.98
1384;2277.55;2289.55;14. Taylan Antalyalı (74432) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;68.03;21.13
1385;2277.55;2289.55;14. Taylan Antalyalı (74432) - Uzun paslar;Caykur Rizespor (62850);Uzun paslar;1;68.03;21.13
1386;2280.55;2292.55;54. Mithat Pala (1108032) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;82.37;63.34
1387;2283.55;2295.55;7. Valentin Mihăilă (967060) - Başarılı İleri Paslar;Caykur Rizespor (62850);Başarılı İleri Paslar;1;72.57;51.24
1388;2283.55;2295.55;7. Valentin Mihăilă (967060) - Ceza sahasına / İsabetli;Caykur Rizespor (62850);Ceza sahasına / İsabetli;1;72.57;51.24
1389;2283.55;2295.55;7. Valentin Mihăilă (967060) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;72.57;51.24
1390;2283.55;2295.55;7. Valentin Mihăilă (967060) - İsabetli İlerletici Paslar;Caykur Rizespor (62850);İsabetli İlerletici Paslar;1;72.57;51.24
1391;2294.55;2306.55;20. Qazim Laçi (808862) - 3. Bölgede Başarılı Dripling;Caykur Rizespor (62850);3. Bölgede Başarılı Dripling;1;78.31;35.99
1392;2294.55;2306.55;20. Qazim Laçi (808862) - Başarılı driplingler;Caykur Rizespor (62850);Başarılı driplingler;1;78.31;35.99
1393;2294.55;2306.55;20. Qazim Laçi (808862) - Başarılı İkili Mücadeleler;Caykur Rizespor (62850);Başarılı İkili Mücadeleler;1;78.31;35.99
1394;2294.55;2306.55;11. Yunus Akgün (27735) - Başarısız Top Kapma;Galatasaray (29205);Başarısız Top Kapma;1;78.31;35.99
1395;2294.55;2306.55;11. Yunus Akgün (27735) - Başarısız İkili Mücadeleler;Galatasaray (29205);Başarısız İkili Mücadeleler;1;78.31;35.99
1396;2294.55;2306.55;11. Yunus Akgün (27735) - Faul;Galatasaray (29205);Faul;1;27.53;34.51
1397;2294.55;2306.55;20. Qazim Laçi (808862) - Yapılan Fauller;Caykur Rizespor (62850);Yapılan Fauller;1;27.53;34.51
1398;2388.55;2400.55;7. Valentin Mihăilă (967060) - Serbest Vuruş Şutları;Caykur Rizespor (62850);Serbest Vuruş Şutları;1;75.68;36.78
1399;2392.55;2396.55;7. Valentin Mihăilă (967060) - Duran Top Hücumu Oyunu;Caykur Rizespor (62850);Duran Top Hücumu Oyunu;1;75.68;36.78
1400;2392.55;2396.55;7. Valentin Mihăilă (967060) - Şutla Biten Duran Toplarda Yer Alma;Caykur Rizespor (62850);Şutla Biten Duran Toplarda Yer Alma;1;75.68;36.78
1401;2458.55;2470.55;5. Casper Højer (628857) - Ceza sahasına / İsabetli;Caykur Rizespor (62850);Ceza sahasına / İsabetli;1;93.84;68.0
1402;2458.55;2470.55;5. Casper Højer (628857) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;93.84;68.0
1403;2460.55;2472.55;6. Davinson Sánchez (1647732) - Başarılı hava topu mücadeleleri;Galatasaray (29205);Başarılı hava topu mücadeleleri;1;3.27;23.2
1404;2460.55;2472.55;6. Davinson Sánchez (1647732) - Başarılı İkili Mücadeleler;Galatasaray (29205);Başarılı İkili Mücadeleler;1;3.27;23.2
1405;2460.55;2472.55;4. Attila Mocsi (981916) - Başarısız İkili Mücadeleler;Caykur Rizespor (62850);Başarısız İkili Mücadeleler;1;3.27;23.2
1406;2460.55;2472.55;4. Attila Mocsi (981916) - Kaybedilen hava topu mücadeleleri;Caykur Rizespor (62850);Kaybedilen hava topu mücadeleleri;1;3.27;23.2
1407;2462.55;2474.55;5. Casper Højer (628857) - Duran Top Hücumu Oyunu;Caykur Rizespor (62850);Duran Top Hücumu Oyunu;1;93.84;68.0
1408;2480.55;2492.55;5. Casper Højer (628857) - Başarısız Ceza Sahasına Paslar;Caykur Rizespor (62850);Başarısız Ceza Sahasına Paslar;1;96.23;68.0
1409;2480.55;2492.55;5. Casper Højer (628857) - İsabetsiz paslar;Caykur Rizespor (62850);İsabetsiz paslar;1;96.23;68.0
1410;2483.55;2495.55;20. Qazim Laçi (808862) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;86.43;49.92
1411;2484.55;2503.55;5. Casper Højer (628857) - Duran Top Hücumu Oyunu;Caykur Rizespor (62850);Duran Top Hücumu Oyunu;1;96.23;68.0
1412;2484.55;2503.55;10. Ibrahim Olawoyin (1079289) - Duran Top Hücumu Oyunu;Caykur Rizespor (62850);Duran Top Hücumu Oyunu;1;96.23;68.0
1413;2484.55;2503.55;20. Qazim Laçi (808862) - Duran Top Hücumu Oyunu;Caykur Rizespor (62850);Duran Top Hücumu Oyunu;1;96.23;68.0
1414;2484.55;2503.55;5. Casper Højer (628857) - Şutla Biten Duran Toplarda Yer Alma;Caykur Rizespor (62850);Şutla Biten Duran Toplarda Yer Alma;1;96.23;68.0
1415;2484.55;2503.55;10. Ibrahim Olawoyin (1079289) - Şutla Biten Duran Toplarda Yer Alma;Caykur Rizespor (62850);Şutla Biten Duran Toplarda Yer Alma;1;96.23;68.0
1416;2484.55;2503.55;20. Qazim Laçi (808862) - Şutla Biten Duran Toplarda Yer Alma;Caykur Rizespor (62850);Şutla Biten Duran Toplarda Yer Alma;1;96.23;68.0
1417;2485.55;2497.55;5. Casper Højer (628857) - Top Taşıma;Caykur Rizespor (62850);Top Taşıma;1;92.17;65.31
1418;2488.55;2500.55;5. Casper Højer (628857) - Başarısız Ceza Sahasına Paslar;Caykur Rizespor (62850);Başarısız Ceza Sahasına Paslar;1;102.09;61.1
1419;2488.55;2500.55;5. Casper Højer (628857) - İsabetsiz Ortalar;Caykur Rizespor (62850);İsabetsiz Ortalar;1;102.09;61.1
1420;2488.55;2500.55;5. Casper Højer (628857) - İsabetsiz paslar;Caykur Rizespor (62850);İsabetsiz paslar;1;102.09;61.1
1421;2493.55;2505.55;10. Ibrahim Olawoyin (1079289) - Kötü top kontrolü;Caykur Rizespor (62850);Kötü top kontrolü;1;96.83;24.02
1422;2493.55;2505.55;10. Ibrahim Olawoyin (1079289) - Top Kaybı;Caykur Rizespor (62850);Top Kaybı;1;96.83;24.02
1423;2574.55;2586.55;42. Abdülkerim Bardakcı (126526) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;13.31;45.16
1424;2578.55;2596.55;8. Gabriel Sara (533884) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;13.31;45.16
1425;2578.55;2596.55;11. Yunus Akgün (27735) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;13.31;45.16
1426;2578.55;2596.55;42. Abdülkerim Bardakcı (126526) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;13.31;45.16
1427;2578.55;2596.55;45. Victor Osimhen (1093704) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;13.31;45.16
1428;2580.55;2592.55;45. Victor Osimhen (1093704) - Başarısız İleri Paslar;Galatasaray (29205);Başarısız İleri Paslar;1;58.47;28.86
1429;2580.55;2592.55;45. Victor Osimhen (1093704) - İsabetsiz paslar;Galatasaray (29205);İsabetsiz paslar;1;58.47;28.86
1430;2581.55;2593.55;3. Samet Akaydin (26800) - Başarılı İleri Paslar;Caykur Rizespor (62850);Başarılı İleri Paslar;1;39.12;40.06
1431;2581.55;2593.55;3. Samet Akaydin (26800) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;39.12;40.06
1432;2581.55;2593.55;3. Samet Akaydin (26800) - İsabetli İlerletici Paslar;Caykur Rizespor (62850);İsabetli İlerletici Paslar;1;39.12;40.06
1433;2583.55;2595.55;8. Gabriel Sara (533884) - Başarılı hava topu mücadeleleri;Galatasaray (29205);Başarılı hava topu mücadeleleri;1;48.2;34.12
1434;2583.55;2595.55;8. Gabriel Sara (533884) - Başarılı İkili Mücadeleler;Galatasaray (29205);Başarılı İkili Mücadeleler;1;48.2;34.12
1435;2583.55;2595.55;8. Gabriel Sara (533884) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;48.2;34.12
1436;2583.55;2595.55;20. Qazim Laçi (808862) - Başarısız İkili Mücadeleler;Caykur Rizespor (62850);Başarısız İkili Mücadeleler;1;48.2;34.12
1437;2583.55;2595.55;20. Qazim Laçi (808862) - Kaybedilen hava topu mücadeleleri;Caykur Rizespor (62850);Kaybedilen hava topu mücadeleleri;1;48.2;34.12
1438;2583.55;2595.55;8. Gabriel Sara (533884) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;48.2;34.12
1439;2584.55;2596.55;45. Victor Osimhen (1093704) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;56.32;33.59
1440;2586.55;2598.55;11. Yunus Akgün (27735) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;65.88;26.89
1441;2588.55;2600.55;54. Mithat Pala (1108032) - Başarılı İkili Mücadeleler;Caykur Rizespor (62850);Başarılı İkili Mücadeleler;1;35.41;50.19
1442;2588.55;2600.55;53. Barış Alper Yılmaz (1589859) - Başarısız İkili Mücadeleler;Galatasaray (29205);Başarısız İkili Mücadeleler;1;35.41;50.19
1443;2588.55;2600.55;54. Mithat Pala (1108032) - Geri Kazanılan Toplar;Caykur Rizespor (62850);Geri Kazanılan Toplar;1;35.41;50.19
1444;2588.55;2600.55;53. Barış Alper Yılmaz (1589859) - Top Kaybı;Galatasaray (29205);Top Kaybı;1;69.59;17.81
1445;2589.55;2601.55;5. Casper Højer (628857) - Başarılı İleri Paslar;Caykur Rizespor (62850);Başarılı İleri Paslar;1;28.12;51.37
1446;2589.55;2601.55;5. Casper Højer (628857) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;28.12;51.37
1447;2589.55;2601.55;5. Casper Højer (628857) - İsabetli İlerletici Paslar;Caykur Rizespor (62850);İsabetli İlerletici Paslar;1;28.12;51.37
1448;2591.55;2603.55;9. Ali Sowe (1389884) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;50.35;29.15
1449;2593.55;2609.55;5. Casper Højer (628857) - Kontra Atak Oyunu;Caykur Rizespor (62850);Kontra Atak Oyunu;1;28.12;51.37
1450;2593.55;2609.55;9. Ali Sowe (1389884) - Kontra Atak Oyunu;Caykur Rizespor (62850);Kontra Atak Oyunu;1;28.12;51.37
1451;2593.55;2609.55;10. Ibrahim Olawoyin (1079289) - Kontra Atak Oyunu;Caykur Rizespor (62850);Kontra Atak Oyunu;1;28.12;51.37
1452;2593.55;2609.55;14. Taylan Antalyalı (74432) - Kontra Atak Oyunu;Caykur Rizespor (62850);Kontra Atak Oyunu;1;28.12;51.37
1453;2597.55;2609.55;14. Taylan Antalyalı (74432) - Başarısız Uzun Toplar;Caykur Rizespor (62850);Başarısız Uzun Toplar;1;46.53;30.07
1454;2597.55;2609.55;14. Taylan Antalyalı (74432) - Başarısız İleri Paslar;Caykur Rizespor (62850);Başarısız İleri Paslar;1;46.53;30.07
1455;2597.55;2609.55;14. Taylan Antalyalı (74432) - Başarısız İlerletici Paslar;Caykur Rizespor (62850);Başarısız İlerletici Paslar;1;46.53;30.07
1456;2597.55;2609.55;10. Ibrahim Olawoyin (1079289) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;46.41;19.68
1457;2597.55;2609.55;14. Taylan Antalyalı (74432) - Top Kaybı;Caykur Rizespor (62850);Top Kaybı;1;86.91;18.1
1458;2597.55;2609.55;14. Taylan Antalyalı (74432) - İsabetsiz paslar;Caykur Rizespor (62850);İsabetsiz paslar;1;46.53;30.07
1459;2601.55;2613.55;77. Noa Lang (815422) - Geri Kazanılan Toplar;Galatasaray (29205);Geri Kazanılan Toplar;1;18.09;49.9
1460;2608.55;2620.55;77. Noa Lang (815422) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;2.67;46.48
1461;2608.55;2620.55;77. Noa Lang (815422) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;2.67;46.48
1462;2609.55;2621.55;34. Lucas Torreira (1469956) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;27.05;32.01
1463;2612.55;2624.55;7. Roland Sallai (1282353) - Başarısız İleri Paslar;Galatasaray (29205);Başarısız İleri Paslar;1;21.91;17.81
1464;2612.55;2624.55;7. Roland Sallai (1282353) - Top Kaybı;Galatasaray (29205);Top Kaybı;1;37.21;19.0
1465;2612.55;2624.55;7. Roland Sallai (1282353) - Top kayıpları / kendi yarı sahasında;Galatasaray (29205);Top kayıpları / kendi yarı sahasında;1;37.21;19.0
1466;2612.55;2624.55;7. Roland Sallai (1282353) - İsabetsiz paslar;Galatasaray (29205);İsabetsiz paslar;1;21.91;17.81
1467;2613.55;2625.55;54. Mithat Pala (1108032) - Geri Kazanılan Toplar;Caykur Rizespor (62850);Geri Kazanılan Toplar;1;67.79;49.0
1468;2613.55;2625.55;54. Mithat Pala (1108032) - Rakip sahada geri kazanılan toplar;Caykur Rizespor (62850);Rakip sahada geri kazanılan toplar;1;67.79;49.0
1469;2616.55;2628.55;4. Attila Mocsi (981916) - Başarılı İleri Paslar;Caykur Rizespor (62850);Başarılı İleri Paslar;1;41.39;34.54
1470;2616.55;2628.55;4. Attila Mocsi (981916) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;41.39;34.54
1471;2616.55;2628.55;4. Attila Mocsi (981916) - İsabetli İlerletici Paslar;Caykur Rizespor (62850);İsabetli İlerletici Paslar;1;41.39;34.54
1472;2618.55;2630.55;10. Ibrahim Olawoyin (1079289) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;53.69;23.36
1473;2620.55;2635.55;4. Attila Mocsi (981916) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;41.39;34.54
1474;2620.55;2635.55;7. Valentin Mihăilă (967060) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;41.39;34.54
1475;2620.55;2635.55;10. Ibrahim Olawoyin (1079289) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;41.39;34.54
1476;2620.55;2635.55;37. Taha Şahin (1275421) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;41.39;34.54
1477;2622.55;2634.55;37. Taha Şahin (1275421) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;56.32;9.29
1478;2622.55;2634.55;37. Taha Şahin (1275421) - Uzun paslar;Caykur Rizespor (62850);Uzun paslar;1;56.32;9.29
1479;2626.55;2638.55;7. Valentin Mihăilă (967060) - Başarısız İleri Paslar;Caykur Rizespor (62850);Başarısız İleri Paslar;1;74.01;47.43
1480;2626.55;2638.55;7. Valentin Mihăilă (967060) - Başarısız İlerletici Paslar;Caykur Rizespor (62850);Başarısız İlerletici Paslar;1;74.01;47.43
1481;2626.55;2638.55;7. Valentin Mihăilă (967060) - Top Kaybı;Caykur Rizespor (62850);Top Kaybı;1;85.72;37.96
1482;2626.55;2638.55;7. Valentin Mihăilă (967060) - İsabetsiz paslar;Caykur Rizespor (62850);İsabetsiz paslar;1;74.01;47.43
1483;2627.55;2639.55;6. Davinson Sánchez (1647732) - Geri Kazanılan Toplar;Galatasaray (29205);Geri Kazanılan Toplar;1;19.28;30.04
1484;2627.55;2639.55;6. Davinson Sánchez (1647732) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;19.28;30.04
1485;2629.55;2641.55;7. Roland Sallai (1282353) - Başarısız İleri Paslar;Galatasaray (29205);Başarısız İleri Paslar;1;15.58;23.99
1486;2629.55;2641.55;7. Roland Sallai (1282353) - Başarısız İlerletici Paslar;Galatasaray (29205);Başarısız İlerletici Paslar;1;15.58;23.99
1487;2629.55;2641.55;7. Roland Sallai (1282353) - Top Kaybı;Galatasaray (29205);Top Kaybı;1;50.47;19.26
1488;2629.55;2641.55;7. Roland Sallai (1282353) - Top kayıpları / kendi yarı sahasında;Galatasaray (29205);Top kayıpları / kendi yarı sahasında;1;50.47;19.26
1489;2629.55;2641.55;7. Roland Sallai (1282353) - İsabetsiz paslar;Galatasaray (29205);İsabetsiz paslar;1;15.58;23.99
1490;2631.55;2643.55;3. Samet Akaydin (26800) - Geri Kazanılan Toplar;Caykur Rizespor (62850);Geri Kazanılan Toplar;1;54.53;48.74
1491;2631.55;2643.55;3. Samet Akaydin (26800) - Rakip sahada geri kazanılan toplar;Caykur Rizespor (62850);Rakip sahada geri kazanılan toplar;1;54.53;48.74
1492;2631.55;2643.55;3. Samet Akaydin (26800) - Top Taşıma;Caykur Rizespor (62850);Top Taşıma;1;54.53;48.74
1493;2634.55;2646.55;3. Samet Akaydin (26800) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;60.98;58.08
1494;2635.55;2663.55;3. Samet Akaydin (26800) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;54.53;48.74
1495;2635.55;2663.55;4. Attila Mocsi (981916) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;54.53;48.74
1496;2635.55;2663.55;5. Casper Højer (628857) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;54.53;48.74
1497;2635.55;2663.55;7. Valentin Mihăilă (967060) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;54.53;48.74
1498;2635.55;2663.55;14. Taylan Antalyalı (74432) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;54.53;48.74
1499;2636.55;2648.55;7. Valentin Mihăilă (967060) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;67.32;48.08
1500;2639.55;2651.55;14. Taylan Antalyalı (74432) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;54.89;45.32
1501;2643.55;2655.55;5. Casper Højer (628857) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;43.66;59.26
1502;2646.55;2658.55;14. Taylan Antalyalı (74432) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;34.46;46.51
1503;2655.55;2667.55;4. Attila Mocsi (981916) - Başarısız Uzun Toplar;Caykur Rizespor (62850);Başarısız Uzun Toplar;1;43.54;15.87
1504;2655.55;2667.55;4. Attila Mocsi (981916) - Başarısız İleri Paslar;Caykur Rizespor (62850);Başarısız İleri Paslar;1;43.54;15.87
1505;2655.55;2667.55;4. Attila Mocsi (981916) - Başarısız İlerletici Paslar;Caykur Rizespor (62850);Başarısız İlerletici Paslar;1;43.54;15.87
1506;2655.55;2667.55;4. Attila Mocsi (981916) - İsabetsiz paslar;Caykur Rizespor (62850);İsabetsiz paslar;1;43.54;15.87
1507;2683.55;2695.55;37. Taha Şahin (1275421) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;55.25;15.61
1508;2686.55;2698.55;3. Samet Akaydin (26800) - Başarılı İleri Paslar;Caykur Rizespor (62850);Başarılı İleri Paslar;1;49.03;28.23
1509;2686.55;2698.55;3. Samet Akaydin (26800) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;49.03;28.23
1510;2686.55;2698.55;3. Samet Akaydin (26800) - Uzun paslar;Caykur Rizespor (62850);Uzun paslar;1;49.03;28.23
1511;2686.55;2698.55;3. Samet Akaydin (26800) - İsabetli İlerletici Paslar;Caykur Rizespor (62850);İsabetli İlerletici Paslar;1;49.03;28.23
1512;2687.55;2697.55;3. Samet Akaydin (26800) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;55.25;15.61
1513;2687.55;2697.55;37. Taha Şahin (1275421) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;55.25;15.61
1514;2687.55;2697.55;54. Mithat Pala (1108032) - Set Hücumu Oyunu;Caykur Rizespor (62850);Set Hücumu Oyunu;1;55.25;15.61
1515;2688.55;2700.55;54. Mithat Pala (1108032) - Kötü top kontrolü;Caykur Rizespor (62850);Kötü top kontrolü;1;78.19;65.7
1516;2688.55;2700.55;54. Mithat Pala (1108032) - Top Kaybı;Caykur Rizespor (62850);Top Kaybı;1;78.19;65.7
1517;2708.55;2720.55;7. Roland Sallai (1282353) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;28.12;0.0
1518;2708.55;2720.55;7. Roland Sallai (1282353) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;28.12;0.0
1519;2710.55;2722.55;14. Taylan Antalyalı (74432) - Başarılı Top Kapma;Caykur Rizespor (62850);Başarılı Top Kapma;1;67.91;64.65
